,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,Vt,feature_sum
0,0.0051663964234207995,0.03774664755765492,0.00918408769627246,0.0639406664053931,0.004937588689913386,0.005359053570861461,0.002637462083923138,0.0014776617113870225,0.0016697100460612243,0.0017691700893578996,0.0021123061903155715,0.0010548489943184882,0.0008815701684710102,0.0006217602551520187,0.0021537175454688848,0.001214150678898973,0.0010366950613614734,0.001258836502256675,0.0015393857440895286,0.0013008801438152123,0.0011124015811537103,0.0,0.0006998397193636794,0.0005341610914154349,0.0003982216168006096,0.00037428598539064535,0.0012670255889338446,0.00034230458289189283,0.00016385132866545253,0.0003173584303641358,0.0006082309905965005,0.0006455960973692147,0.00039758672449065417,0.0008406573214802121,0.00041812614431576366,0.0017550044568580166,0.0007016059587308037,0.0,0.0,0.0003716554783844154,0.0009108060996500399,0.0005079129375166031,0.00048052637091971416,0.0,0.0006991334930997257,0.0003049262952950601,0.0006643758507654282,0.0003425028738506045,0.0005923949463388356,0.0003554231037663503,0.0016275824274379974,0.0012662650375213343,0.0015599629886835751,0.0027237156563638333,0.004235852882573147,0.005692547222311342,0.005905496035041141,0.01850243505882658,0.00402206015225747,1644.2850937072183
