,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,feature_sum
0,0.005306324598044331,0.03793845055285811,0.008129592804784277,0.057789861005082314,0.005460258017487155,0.005468742299390735,0.0025458766793151175,0.001795631956397442,0.001404618643568718,0.0018632364292432374,0.001982123486625831,0.0012562282254871076,0.000899534942589025,0.0004685118769624076,0.0015710158634318569,0.0012825160046119654,0.000901062146063975,0.001198217998618738,0.0013051239793393007,0.0012691178822749358,0.0010480869932629454,0.0,0.0008379015350757878,0.0005386329029175251,0.00035450118810378397,0.000308196325136187,0.0011738891297534508,0.00033026601070393563,0.00020152327199370103,0.00037763712767020373,0.0006824900144897648,0.000670987133767281,0.00044035268159383343,0.0009683619366720274,0.0004865555020970947,0.0017979439716476826,0.000728042296391612,0.0,0.0,0.000419046111577798,0.0011640740753226819,0.000511484557200332,0.0004554537510555443,0.0,0.0007612629448267531,0.00032745077033998274,0.0006761667642203697,0.0004198462253326701,0.00058208099741658,0.0004214997327561031,0.0017680509200131498,0.0008802171992312465,0.00203992768096523,0.003201428637292154,0.004070096766719777,0.004767853756182851,0.005222151005571501,0.010214965472061034,0.004632430410632421,848.5281374238567
