,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,feature_sum
0,0.9511711240665174,0.3515379403001313,0.961967094397536,0.26120459273960034,0.10288411916490733,0.09929045273281727,0.03240520760028149,0.00925353037766831,0.009174149659863946,0.009681961060286183,0.008342200328407226,0.004760403471733521,0.004577855969974197,0.0018294159042927516,0.0064932676518883415,0.005041613886934085,0.004468496364062866,0.004149331456720619,0.005400469153178513,0.009679099225897256,0.0028586910626319495,0.0,0.0027844241144733754,0.0014446633825944172,0.0004931269059347877,0.0006200797560403471,0.005579826413323951,0.000505981703026038,0.00018245367112362183,0.0003333802486511846,0.0019372273047149893,0.0014396434435843303,0.0011178981937602626,0.0037741496598639457,0.0005544452263664086,0.0039008210180623976,0.0019820783485808117,0.0,0.0,0.0006310579404175463,0.003425381186957542,0.0011658456486042692,0.0008420361247947454,0.0,0.001858456486042693,0.0006802721088435374,0.0015847994370161858,0.0008219563687543983,0.0011235749472202673,0.0008810227539291579,0.007015247478301665,0.0030037532254281025,0.011701008679333802,0.03503518648838846,0.058204973023692236,0.0643946047384471,0.1053540699038236,0.3172746422707014,0.03806164672765658,8820.0
