,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure
0,E&E,LGBM_separate,0.9571326897324133,0.3264068457463322,-1,-1,0.9556076902592733,0.2622631490047344,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",971,984,293,72,92,83,76,41,49,18,38,46,37,19,55,90,24,0,30,12,6,5,60,5,6,7,26,20,9,39,7,10,24,0,0,2,10,5,3,0,23,7,17,3,15,6,36,44,87,343,558,536,1022,2729
