,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure
0,E&E,LGBM_separate,0.9561361775537943,0.31513539939843743,-1,-1,0.9515492633616874,0.2963927098129139,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",1460,790,964,763,489,491,950,2793
