,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure
0,E&E,LGBM_separate,0.9489329511002127,0.3791242078216865,-1,-1,0.9672847930528002,0.2174471843226173,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",1425,834,960,812,481,568,965,2655
