,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt
0,E&E,LGBM_separate,0.9592543492178812,0.28045736216677997,-1,-1,0.9669800094302654,0.27412028371674485,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",744,757,294,63,80,76,103,40,43,16,62,33,42,43,49,71,15,0,20,11,3,5,40,3,0,2,24,15,5,22,1,34,10,0,0,4,37,10,12,0,24,6,11,12,11,8,44,26,75,280,531,625,930,2841,214,273
