,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.76021249,0.079119867,0.717340154,0.073027885,0.089991329,0.074464731,0.024076279,0.015773691,0.00884466,0.008200471,0.006152961,0.00529881,0.003662109,0.005344666,0.006727956,0.004863077,0.00420613,0.005757505,0.005044485,0.003300101,0.002805028,0.002297331,0.00397923,0.002590778,0.003629199,0.001846999,0.00378657,0.002394367,0.003777052,0.002418095,0.002897036,0.003348202,0.002252685,0.00520777,0.005151724,0.005787081,0.008645466,0.011708382,0.029251516,0,0,0.084741238,0.271219641,0.06041183,0.046809451,0.086413,0.074921369,4200
