,Literature,Unnamed: 1,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,logP,logQ,logD,Label,K,n,R2
1641,,49,AC-20-40,Hexafluoroethane,-0.58,-0.26,0,0,0.3203,-0.817,633.1,0.231,,,,,,323,0.03806,0.102,2309,-3.268591417,-2.282782466,0.985808951,CFCs,1.021251791,0.434032226,0.979432778
1655,,63,,Hexafluoroethane,-0.58,-0.26,0,0,0.3203,-0.817,633.1,0.231,,,,,,343,0.03806,0.089,2310,-3.268591417,-2.419118909,0.849472508,CFCs,0.857212162,0.445806341,0.982593747
1669,,77,,Tetrafluoromethane,-0.58,-0.26,0,0,0.3203,-0.817,633.1,0.231,,,,,,323,0.07316,0.047,2311,-2.615106455,-3.057607677,-0.442501222,CFCs,0.519728884,0.653282547,0.988654362
1682,,90,,Tetrafluoromethane,-0.58,-0.26,0,0,0.3203,-0.817,633.1,0.231,,,,,,343,0.05156,0.012,2312,-2.965009101,-4.422848629,-1.457839528,CFCs,0.38085112,0.665912471,0.975029318
1696,15,0,ACF,Difluoromethane,-0.32,0.49,0.06,0.05,0.2849,0.04,2200,1,,,94.48,4.41,0.4,297.8,0.061374408,3.20795001,2313,-2.790762345,1.165632107,3.956394452,CFCs,16.62054791,0.509978958,0.985961761
1702,,6,,Difluoromethane,-0.32,0.49,0.06,0.05,0.2849,0.04,2200,1,,,94.48,4.41,0.4,307.8,0.021563981,0.896737642,2314,-3.836730901,-0.108991944,3.727738956,CFCs,14.64353844,0.602124978,0.993359099
1709,,13,,Difluoromethane,-0.32,0.49,0.06,0.05,0.2849,0.04,2200,1,,,94.48,4.41,0.4,317.7,0.05971564,1.689535331,2315,-2.81816132,0.524453539,3.342614859,CFCs,12.94863468,0.623097382,0.994255605
1716,,20,,Difluoromethane,-0.32,0.49,0.06,0.05,0.2849,0.04,2200,1,,,94.48,4.41,0.4,327.3,0.102843602,2.206127523,2316,-2.274545873,0.791238727,3.0657846,CFCs,11.13058946,0.646130435,0.997291668
1722,,26,,Difluoromethane,-0.32,0.49,0.06,0.05,0.2849,0.04,2200,1,,,94.48,4.41,0.4,337.4,0.114454976,1.826227408,2317,-2.167573753,0.602252313,2.769826067,CFCs,9.66062283,0.673737942,0.995308317
1728,,32,,Difluoromethane,-0.32,0.49,0.06,0.05,0.2849,0.04,2200,1,,,94.48,4.41,0.4,347.3,0.13436019,1.825736739,2318,-2.007231103,0.601983598,2.609214702,CFCs,8.385590027,0.704510505,0.99797979
1734,,48,ACP,Difluoromethane,-0.32,0.49,0.06,0.05,0.2849,0.04,3200,1.7,,,95.13,4.35,0.25,317.7,0.146760895,3.871496211,2319,-1.91895058,1.35364105,3.27259163,CFCs,17.40834068,0.7243857,0.994640716
1740,,54,,Difluoromethane,-0.32,0.49,0.06,0.05,0.2849,0.04,3200,1.7,,,95.13,4.35,0.25,327.3,0.212720848,4.572041224,2320,-1.547774545,1.519959762,3.067734308,CFCs,15.57917891,0.755498617,0.997765171
1745,,59,,Difluoromethane,-0.32,0.49,0.06,0.05,0.2849,0.04,3200,1.7,,,95.13,4.35,0.25,337.4,0.146760895,2.314385191,2321,-1.91895058,0.839144076,2.758094656,CFCs,12.74622364,0.788900208,0.995141315
1751,,65,,Difluoromethane,-0.32,0.49,0.06,0.05,0.2849,0.04,3200,1.7,,,95.13,4.35,0.25,347.3,0.156654888,1.938910266,2322,-1.853710058,0.662126097,2.515836155,CFCs,10.87670338,0.80517015,0.994049186
