,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse,kpg_pca_mse_added_other
0,CFCs,ETR_separate,0.8991364792299799,1.54997236149803,-1,-1,0.959873283684664,0.8077326062990824,{'n_estimators': 200},0.0708439351780484,0.05466545312851774
1,CFCs,LGBM_separate,0.8838605267164767,1.7884522686432163,-1,-1,0.9714340686330715,0.6084335320325707,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.0708439351780484,0.05466545312851774
2,CFCs,BGLGBM_separate,0.8932073502664839,1.647540035054747,-1,-1,0.9705242082131872,0.6031493119971837,{'n_estimators': 30},0.0708439351780484,0.05466545312851774
3,CFCs,ETR_separate,0.8504594292006565,3.473713898891026,-1,-1,0.9604404220704326,0.7894981300191365,{'n_estimators': 200},0.0708439351780484,0.05466545312851774
4,CFCs,LGBM_separate,0.8747690901455739,2.926632158905862,-1,-1,0.9767859083885234,0.4965755166116278,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 10}",0.0708439351780484,0.05466545312851774
5,CFCs,BGLGBM_separate,0.8487605936016888,3.6394970538091678,-1,-1,0.9703193549352972,0.6083978701805056,{'n_estimators': 50},0.0708439351780484,0.05466545312851774
