,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse,kpg_pca_mse_added_other
0,CFCs,ETR_separate,0.924470467801876,1.1130523117913,-1,-1,0.9590000966968771,0.7761797136258438,{'n_estimators': 100},0.07309282130462127,0.061373283379052644
1,CFCs,LGBM_separate,0.9006077221204247,1.482127351270767,-1,-1,0.9638190189102055,0.6681720484353506,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 30}",0.07309282130462127,0.061373283379052644
2,CFCs,BGLGBM_separate,0.9051009630866009,1.4055431853722682,-1,-1,0.976449450575856,0.450679680734658,{'n_estimators': 50},0.07309282130462127,0.061373283379052644
3,CFCs,ETR_separate,0.929938636082975,1.3169943581802044,-1,-1,0.9586164709854249,0.7833906278293983,{'n_estimators': 150},0.07309282130462127,0.061373283379052644
4,CFCs,LGBM_separate,0.9085305253048576,1.9716640952900513,-1,-1,0.9552810033642563,0.983540246056305,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 10}",0.07309282130462127,0.061373283379052644
5,CFCs,BGLGBM_separate,0.9169235882785036,1.6402554208979705,-1,-1,0.9607127144381271,0.8023522248364454,{'n_estimators': 50},0.07309282130462127,0.061373283379052644
