,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model
0,0.9233421177153877,0.5669975332194483,0.9345843786087211,0.4522509279363459
1,0.881453314231779,0.8782084792835781,0.884367989276687,0.7500692908628676
2,0.9225849682199877,0.57313698647032,0.9365495887761739,0.4346703555250223
3,0.9293871435663231,0.523273499355373,0.9396671637677627,0.3995477150829713
