,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.9198913358693591,0.7925414375062552,-1,-1,0.9486596498146233,0.4751740459020043,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",0.00988657106435374,0.05539373941161838,0.0026725022972648744,0.001578145023526049,0.004074464285596435,0.0010404185675254919,0.0004843369014606136,0.0007199560443079715,0.0006493916414977467,0.005466362768863327,0.0007604155345724672,0.0008509592888855444,0.007475121308248211,0.0001289811167547376,0.00036245673073948735,0.0004029357164595182,0.0004255737310533969,0.0001752777019532322,6.274669836249247e-05,4.867640944170581e-05,0.00012326539882928644,7.799604194432818e-05,0.00024305976827433036,0.0022383821720655893,1.7158575711813858e-05,3.191729492807438e-05,0.0004374426230261223,0.001718848462494212,0.00012942873512346761,0.0001452606043291671,8.884705084139706e-05,0.0005714369571364064,0.0006539857302752158,0.00047506997341894376,0.008130339869956812,0.0,0.0,0.09562061445294777,1.6759498166055677,0.060499404827831574,0.014281770543981838,0.012482775743948708,0.012750097922237295
