,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.949879987,0.599547904,0.959877813,0.453704297,0.088295895,0.067720197,0.023286465,0.01700685,0.012699789,0.010653108,0.008591368,0.010155384,0.010026648,0.007390054,0.007434577,0.006925217,0.006306169,0.005213371,0.006111846,0.007698804,0.005166878,0.005434811,0.004306216,0.004105559,0.003772414,0.003598123,0.004445367,0.00434403,0.007593995,0.004313019,0.005368848,0.005555243,0.005376918,0.006311049,0.006471405,0.010316162,0.012939245,0.023094863,0,0,0.096916397,0.226649918,0.069869763,0.054557307,0.060767394,0.073209336,14580
