,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,E,S,A,B,V,BET,Vt,Vmic,Vmeso,Temp(K),Pressure,Adsorp(mmol/g),Index,Label
0,101.3809813,125.2026995,125.530594,129.0538115,128.954079,136.1273955,144.9857907,151.8534316,158.1697238,163.9039272,168.7692871,172.7066306,175.146851,177.4224304,187.4146223,195.4629746,202.3257921,216.4289145,216.9854429,220.7281385,229.6347,245.6144727,248.3635167,262.9328018,270.4992747,286.527842,296.9054877,308.0398376,335.7350076,358.7228465,396.5570861,448.19679,546.9642794,797.5680156,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.053414953,0.018736999,2751,Methane
1,101.3809813,125.2026995,125.530594,129.0538115,128.954079,136.1273955,144.9857907,151.8534316,158.1697238,163.9039272,168.7692871,172.7066306,175.146851,177.4224304,187.4146223,195.4629746,202.3257921,216.4289145,216.9854429,220.7281385,229.6347,245.6144727,248.3635167,262.9328018,270.4992747,286.527842,296.9054877,308.0398376,335.7350076,358.7228465,396.5570861,448.19679,546.9642794,797.5680156,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.170583237,0.061586829,2751,Methane
2,101.3809813,125.2026995,125.530594,129.0538115,128.954079,136.1273955,144.9857907,151.8534316,158.1697238,163.9039272,168.7692871,172.7066306,175.146851,177.4224304,187.4146223,195.4629746,202.3257921,216.4289145,216.9854429,220.7281385,229.6347,245.6144727,248.3635167,262.9328018,270.4992747,286.527842,296.9054877,308.0398376,335.7350076,358.7228465,396.5570861,448.19679,546.9642794,797.5680156,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.301536026,0.104401808,2751,Methane
3,101.3809813,125.2026995,125.530594,129.0538115,128.954079,136.1273955,144.9857907,151.8534316,158.1697238,163.9039272,168.7692871,172.7066306,175.146851,177.4224304,187.4146223,195.4629746,202.3257921,216.4289145,216.9854429,220.7281385,229.6347,245.6144727,248.3635167,262.9328018,270.4992747,286.527842,296.9054877,308.0398376,335.7350076,358.7228465,396.5570861,448.19679,546.9642794,797.5680156,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.404919806,0.136499973,2751,Methane
4,101.3809813,125.2026995,125.530594,129.0538115,128.954079,136.1273955,144.9857907,151.8534316,158.1697238,163.9039272,168.7692871,172.7066306,175.146851,177.4224304,187.4146223,195.4629746,202.3257921,216.4289145,216.9854429,220.7281385,229.6347,245.6144727,248.3635167,262.9328018,270.4992747,286.527842,296.9054877,308.0398376,335.7350076,358.7228465,396.5570861,448.19679,546.9642794,797.5680156,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.534149532,0.17122942,2751,Methane
5,101.3809813,125.2026995,125.530594,129.0538115,128.954079,136.1273955,144.9857907,151.8534316,158.1697238,163.9039272,168.7692871,172.7066306,175.146851,177.4224304,187.4146223,195.4629746,202.3257921,216.4289145,216.9854429,220.7281385,229.6347,245.6144727,248.3635167,262.9328018,270.4992747,286.527842,296.9054877,308.0398376,335.7350076,358.7228465,396.5570861,448.19679,546.9642794,797.5680156,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.66510232,0.21134777,2751,Methane
6,101.3809813,125.2026995,125.530594,129.0538115,128.954079,136.1273955,144.9857907,151.8534316,158.1697238,163.9039272,168.7692871,172.7066306,175.146851,177.4224304,187.4146223,195.4629746,202.3257921,216.4289145,216.9854429,220.7281385,229.6347,245.6144727,248.3635167,262.9328018,270.4992747,286.527842,296.9054877,308.0398376,335.7350076,358.7228465,396.5570861,448.19679,546.9642794,797.5680156,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.828793305,0.254079977,2751,Methane
7,101.3809813,125.2026995,125.530594,129.0538115,128.954079,136.1273955,144.9857907,151.8534316,158.1697238,163.9039272,168.7692871,172.7066306,175.146851,177.4224304,187.4146223,195.4629746,202.3257921,216.4289145,216.9854429,220.7281385,229.6347,245.6144727,248.3635167,262.9328018,270.4992747,286.527842,296.9054877,308.0398376,335.7350076,358.7228465,396.5570861,448.19679,546.9642794,797.5680156,1342.745319,0,0,0,0,0.2495,514,3,,,278,1.011437984,0.302157521,2751,Methane
8,101.3809813,125.2026995,125.530594,129.0538115,128.954079,136.1273955,144.9857907,151.8534316,158.1697238,163.9039272,168.7692871,172.7066306,175.146851,177.4224304,187.4146223,195.4629746,202.3257921,216.4289145,216.9854429,220.7281385,229.6347,245.6144727,248.3635167,262.9328018,270.4992747,286.527842,296.9054877,308.0398376,335.7350076,358.7228465,396.5570861,448.19679,546.9642794,797.5680156,1342.745319,0,0,0,0,0.2495,514,3,,,263,0.036125293,0.053571429,2752,Methane
9,101.3809813,125.2026995,125.530594,129.0538115,128.954079,136.1273955,144.9857907,151.8534316,158.1697238,163.9039272,168.7692871,172.7066306,175.146851,177.4224304,187.4146223,195.4629746,202.3257921,216.4289145,216.9854429,220.7281385,229.6347,245.6144727,248.3635167,262.9328018,270.4992747,286.527842,296.9054877,308.0398376,335.7350076,358.7228465,396.5570861,448.19679,546.9642794,797.5680156,1342.745319,0,0,0,0,0.2495,514,3,,,263,0.256216238,0.285714286,2752,Methane
