,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,E,S,A,B,V,BET,Vt,Vmic,Vmeso,Temp(K),Pressure,Adsorp(mmol/g),Index,Label
0,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.009925558,0.680672269,2327,E&E
1,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.019851117,0.890756303,2327,E&E
2,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.029776675,1.042016807,2327,E&E
3,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.064516129,1.302521008,2327,E&E
4,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.121588089,1.605042017,2327,E&E
5,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.198511166,1.781512605,2327,E&E
6,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.263027295,1.882352941,2327,E&E
7,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.322580645,1.966386555,2327,E&E
8,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.397022333,2.075630252,2327,E&E
9,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.456575682,2.142857143,2327,E&E
10,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.53101737,2.210084034,2327,E&E
11,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.598014888,2.285714286,2327,E&E
12,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.672456576,2.344537815,2327,E&E
13,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.739454094,2.361344538,2327,E&E
14,122.5806452,138.9755553,149.2397637,156.3570206,162.3425553,168.0571295,173.1404708,177.906219,183.151673,188.6761887,192.953342,197.2866996,201.6859799,207.8922506,214.9039844,222.0891134,229.3412879,236.836717,246.8238301,257.19266,266.1596477,275.986141,289.9645382,301.7937181,313.1139019,322.7214909,331.5565016,338.449103,345.0641302,352.7959937,360.2308888,367.1257178,379.4429705,391.7602231,429.5362903,0,0,0,0,0.3904,599,0.66,0.2,0.46,278,0.796526055,2.453781513,2327,E&E
