,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,E,S,A,B,V,BET,Vt,Vmic,Vmeso,Temp(K),Pressure,Adsorp(mmol/g),Index,Label
0,101.3809813,121.4216524,123.0315945,126.1141337,129.0762005,129.0069983,128.9377961,134.8619104,141.008552,146.9117381,151.4527537,155.9937693,160.0421167,164.0209517,167.6443318,170.376366,173.1084003,174.7499663,176.0993744,179.2577309,186.1910886,193.1244462,196.4438254,201.8417546,210.7900918,222.0103489,216.6713863,218.6393571,224.287281,231.9466081,245.0474209,243.4223299,252.4103252,262.203377,267.2023318,272.8071347,286.0901931,294.5162936,300.5372566,309.2127195,330.0702303,344.2120041,363.9635136,390.0675341,418.3257247,462.4829517,537.1442622,680.7193963,937.2363394,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.053414953,0.018736999,2751,Methane
1,101.3809813,121.4216524,123.0315945,126.1141337,129.0762005,129.0069983,128.9377961,134.8619104,141.008552,146.9117381,151.4527537,155.9937693,160.0421167,164.0209517,167.6443318,170.376366,173.1084003,174.7499663,176.0993744,179.2577309,186.1910886,193.1244462,196.4438254,201.8417546,210.7900918,222.0103489,216.6713863,218.6393571,224.287281,231.9466081,245.0474209,243.4223299,252.4103252,262.203377,267.2023318,272.8071347,286.0901931,294.5162936,300.5372566,309.2127195,330.0702303,344.2120041,363.9635136,390.0675341,418.3257247,462.4829517,537.1442622,680.7193963,937.2363394,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.170583237,0.061586829,2751,Methane
2,101.3809813,121.4216524,123.0315945,126.1141337,129.0762005,129.0069983,128.9377961,134.8619104,141.008552,146.9117381,151.4527537,155.9937693,160.0421167,164.0209517,167.6443318,170.376366,173.1084003,174.7499663,176.0993744,179.2577309,186.1910886,193.1244462,196.4438254,201.8417546,210.7900918,222.0103489,216.6713863,218.6393571,224.287281,231.9466081,245.0474209,243.4223299,252.4103252,262.203377,267.2023318,272.8071347,286.0901931,294.5162936,300.5372566,309.2127195,330.0702303,344.2120041,363.9635136,390.0675341,418.3257247,462.4829517,537.1442622,680.7193963,937.2363394,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.301536026,0.104401808,2751,Methane
3,101.3809813,121.4216524,123.0315945,126.1141337,129.0762005,129.0069983,128.9377961,134.8619104,141.008552,146.9117381,151.4527537,155.9937693,160.0421167,164.0209517,167.6443318,170.376366,173.1084003,174.7499663,176.0993744,179.2577309,186.1910886,193.1244462,196.4438254,201.8417546,210.7900918,222.0103489,216.6713863,218.6393571,224.287281,231.9466081,245.0474209,243.4223299,252.4103252,262.203377,267.2023318,272.8071347,286.0901931,294.5162936,300.5372566,309.2127195,330.0702303,344.2120041,363.9635136,390.0675341,418.3257247,462.4829517,537.1442622,680.7193963,937.2363394,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.404919806,0.136499973,2751,Methane
4,101.3809813,121.4216524,123.0315945,126.1141337,129.0762005,129.0069983,128.9377961,134.8619104,141.008552,146.9117381,151.4527537,155.9937693,160.0421167,164.0209517,167.6443318,170.376366,173.1084003,174.7499663,176.0993744,179.2577309,186.1910886,193.1244462,196.4438254,201.8417546,210.7900918,222.0103489,216.6713863,218.6393571,224.287281,231.9466081,245.0474209,243.4223299,252.4103252,262.203377,267.2023318,272.8071347,286.0901931,294.5162936,300.5372566,309.2127195,330.0702303,344.2120041,363.9635136,390.0675341,418.3257247,462.4829517,537.1442622,680.7193963,937.2363394,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.534149532,0.17122942,2751,Methane
5,101.3809813,121.4216524,123.0315945,126.1141337,129.0762005,129.0069983,128.9377961,134.8619104,141.008552,146.9117381,151.4527537,155.9937693,160.0421167,164.0209517,167.6443318,170.376366,173.1084003,174.7499663,176.0993744,179.2577309,186.1910886,193.1244462,196.4438254,201.8417546,210.7900918,222.0103489,216.6713863,218.6393571,224.287281,231.9466081,245.0474209,243.4223299,252.4103252,262.203377,267.2023318,272.8071347,286.0901931,294.5162936,300.5372566,309.2127195,330.0702303,344.2120041,363.9635136,390.0675341,418.3257247,462.4829517,537.1442622,680.7193963,937.2363394,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.66510232,0.21134777,2751,Methane
6,101.3809813,121.4216524,123.0315945,126.1141337,129.0762005,129.0069983,128.9377961,134.8619104,141.008552,146.9117381,151.4527537,155.9937693,160.0421167,164.0209517,167.6443318,170.376366,173.1084003,174.7499663,176.0993744,179.2577309,186.1910886,193.1244462,196.4438254,201.8417546,210.7900918,222.0103489,216.6713863,218.6393571,224.287281,231.9466081,245.0474209,243.4223299,252.4103252,262.203377,267.2023318,272.8071347,286.0901931,294.5162936,300.5372566,309.2127195,330.0702303,344.2120041,363.9635136,390.0675341,418.3257247,462.4829517,537.1442622,680.7193963,937.2363394,1342.745319,0,0,0,0,0.2495,514,3,,,278,0.828793305,0.254079977,2751,Methane
7,101.3809813,121.4216524,123.0315945,126.1141337,129.0762005,129.0069983,128.9377961,134.8619104,141.008552,146.9117381,151.4527537,155.9937693,160.0421167,164.0209517,167.6443318,170.376366,173.1084003,174.7499663,176.0993744,179.2577309,186.1910886,193.1244462,196.4438254,201.8417546,210.7900918,222.0103489,216.6713863,218.6393571,224.287281,231.9466081,245.0474209,243.4223299,252.4103252,262.203377,267.2023318,272.8071347,286.0901931,294.5162936,300.5372566,309.2127195,330.0702303,344.2120041,363.9635136,390.0675341,418.3257247,462.4829517,537.1442622,680.7193963,937.2363394,1342.745319,0,0,0,0,0.2495,514,3,,,278,1.011437984,0.302157521,2751,Methane
8,101.3809813,121.4216524,123.0315945,126.1141337,129.0762005,129.0069983,128.9377961,134.8619104,141.008552,146.9117381,151.4527537,155.9937693,160.0421167,164.0209517,167.6443318,170.376366,173.1084003,174.7499663,176.0993744,179.2577309,186.1910886,193.1244462,196.4438254,201.8417546,210.7900918,222.0103489,216.6713863,218.6393571,224.287281,231.9466081,245.0474209,243.4223299,252.4103252,262.203377,267.2023318,272.8071347,286.0901931,294.5162936,300.5372566,309.2127195,330.0702303,344.2120041,363.9635136,390.0675341,418.3257247,462.4829517,537.1442622,680.7193963,937.2363394,1342.745319,0,0,0,0,0.2495,514,3,,,263,0.036125293,0.053571429,2752,Methane
9,101.3809813,121.4216524,123.0315945,126.1141337,129.0762005,129.0069983,128.9377961,134.8619104,141.008552,146.9117381,151.4527537,155.9937693,160.0421167,164.0209517,167.6443318,170.376366,173.1084003,174.7499663,176.0993744,179.2577309,186.1910886,193.1244462,196.4438254,201.8417546,210.7900918,222.0103489,216.6713863,218.6393571,224.287281,231.9466081,245.0474209,243.4223299,252.4103252,262.203377,267.2023318,272.8071347,286.0901931,294.5162936,300.5372566,309.2127195,330.0702303,344.2120041,363.9635136,390.0675341,418.3257247,462.4829517,537.1442622,680.7193963,937.2363394,1342.745319,0,0,0,0,0.2495,514,3,,,263,0.256216238,0.285714286,2752,Methane
