,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,test_r2_separa_model_m,test_mse_separa_model_m,best_param
0,CO2,GBR_separate,0.8798060508078533,1.9061645617358587,-1,-1,0.9228611917904889,1.7182544820048502,0.8508677147285431,1.604846447022826,"{'learning_rate': 0.5, 'n_estimators': 200}"
1,CO2,LGBM_separate,0.9003316415605521,1.5382317952424558,-1,-1,0.9459917457082219,1.1920005127462574,0.9147938165151119,0.8877530368081397,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 10}"
2,CO2,BGLGBM_separate,0.9123181297721006,1.374012442690433,-1,-1,0.9447608018629582,1.1819421399379515,0.9261433780660255,0.7616756610111733,{'n_estimators': 30}
