,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,Vt
0,Methane,LGBM_separate,0.9216344838019358,0.7183427584326503,-1,-1,0.939077853083344,0.6836164599611327,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1441,1354,392,325,275,187,176,142,125,108,147,73,109,78,85,114,71,107,46,51,50,59,45,25,44,37,31,25,36,34,40,25,21,29,31,34,27,32,41,57,57,57,51,43,76,85,70,147,334,499,0,0,1667,4431,1054
