,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.9219856908272661,0.8008389199156971,-1,-1,0.851731354749301,1.1138222640232167,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 20}",889,645,649,646,0,0,670,2201
