,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,Vt,feature_sum
0,0.007320235252180357,0.07500281437933719,0.01765461638292973,0.15340452630559848,0.004825174621092451,0.005513707079154774,0.002254531746928428,0.002279982362873604,0.0018190512772107382,0.002506478936174094,0.002534828575303266,0.0017166459385793234,0.0013821854692981598,0.0013963854611531911,0.0017761845082983204,0.0009886393227771227,0.00121967283586641,0.0012415148343499834,0.0013057126008385453,0.0022635647544773435,0.0010564531433054655,0.0011063309010509018,0.0009640996689492903,0.0009477084296848067,0.000768391684541988,0.0011061583440814917,0.0006705146170974236,0.0014901275238619817,0.0007333822226252198,0.0005301395148860745,0.0005764401633303225,0.0009070090136721465,0.0006288607751590249,0.0006760984098936565,0.0008255661649448488,0.0005851927549165401,0.0006852610424149596,0.0009223529271229842,0.0007322403547821275,0.0005627394603019587,0.00047999031263628884,0.0006547318829161298,0.000742225380118828,0.0007730928158258326,0.0007238511951373416,0.000801877518316117,0.0007012238841291491,0.001250633672183672,0.001038295779659943,0.0010243922613852843,0.0011733896834085458,0.0016962066610530324,0.0023218684962761464,0.003848500812471623,0.0,0.0,0.009371144411432775,0.02361863505851728,0.00690250045708279,3043.158938756011
