,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET
0,Methane,LGBM_separate,0.911374358984604,0.8485254504776089,-1,-1,0.9387533037757354,0.5717294442539276,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 20}",524,414,145,113,70,79,69,47,42,47,43,26,34,16,22,11,17,36,15,13,22,20,9,17,15,18,11,16,17,28,13,7,12,22,11,11,5,17,24,17,17,15,18,17,29,28,33,60,92,196,0,0,539,2179,382
