,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure,feature_sum
0,0.920861731191955,0.773129853424512,0.9219142397857968,0.7330195420659841,0.1728516340111362,0.12675074632393793,0.12067251626603454,0.12714093361482523,0.0,0.0,0.11791762904798944,0.33466654073607666,12240.0
