,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt,feature_sum
0,0.006170492809671461,0.061998479539505894,0.0179934582321775,0.16139829435478695,0.0038848831129886657,0.004624316925215494,0.0024506446058226846,0.0019151714872141493,0.0019647290425853572,0.0022505737844579644,0.0020806035505273805,0.0013937722721847892,0.0011714697523525323,0.001484597352614681,0.0022007378604799142,0.001095208643704729,0.00131365334977236,0.0012235792960209365,0.0011760418609474252,0.0020804431230727464,0.0009317966607942274,0.0010256742548922601,0.0011000213670947637,0.0008775496953000585,0.0007572186995790627,0.0012312959603941703,0.0010089575319968665,0.001754845310211066,0.0007473750384893024,0.00046408330013727285,0.0005125414417860465,0.0009134437194869736,0.0006927934377673132,0.0007167503945864147,0.0007631193804384999,0.0006026656898950582,0.0006582178864903413,0.0007791384300427816,0.0005225084795331825,0.00037007060922427553,0.0004537890797715019,0.0004964188194212062,0.0006657816997104417,0.0007779907758763034,0.0007525829216589687,0.0006613817537724642,0.0008322075902387991,0.00118353155216655,0.0011501555509104392,0.000999728183720145,0.0008818126432451251,0.0017448573267867438,0.0022680573808297193,0.0033475481067614873,0.0,0.0,0.009595597841232276,0.012302099854076057,0.0038686175091836843,0.005624845387931415,2510.711745578882
