,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,Vt
0,Methane,LGBM_separate,0.9190452931786851,0.8021834625021264,-1,-1,0.9202103736739311,0.705310228044582,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1445,1272,395,262,186,180,196,152,144,126,112,96,83,83,97,82,51,91,35,66,93,42,33,70,22,17,22,52,46,48,41,46,22,46,36,24,29,26,47,30,40,45,33,70,84,85,80,157,280,582,0,0,1588,4665,1045
