,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt
0,Methane,LGBM_separate,0.9175940993172469,0.7818261125796855,-1,-1,0.9601839643721232,0.4241953121780983,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",843,710,245,188,129,96,110,99,71,60,57,46,36,63,37,30,30,66,49,17,28,49,27,25,16,19,15,20,19,36,25,16,25,24,6,12,19,23,30,21,16,30,48,48,43,52,49,72,145,331,0,0,866,2602,505,456
