,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET,Vt,S,V,Temp(K),Pressure
0,Methane,LGBM_separate,0.909235432393287,0.8905698386094467,-1,-1,0.9280652659609702,0.7361248668441632,"{'learning_rate': 0.5, 'n_estimators': 300, 'num_leaves': 30}",2297,1900,0,0,1055,3448
