,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,Methane,LGBM_separate,0.9282512738490694,0.7082673649584251,-1,-1,0.917427865553424,0.7363507475023345,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",1108,930,230,156,168,126,126,73,61,67,75,46,90,71,102,35,43,66,27,32,47,53,17,29,30,14,21,40,28,35,13,17,16,21,11,15,27,17,33,33,22,29,35,36,54,60,55,99,185,420,0,0,1859,4616,806,503,819,953
