,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model
0,0.004468734879406918,0.05924534982191629,0.01854741957689646,0.19780350947480302
1,0.006430688783816291,0.1053731524365342,0.012403751996403992,0.17887943314517193
2,0.004810275159078562,0.08888987011243654,0.011308247736913088,0.25914450466125144
3,0.007590153547534229,0.12916822908279976,0.03867789297123501,0.5213304963441466
