,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,feature_sum
0,0.9509461587517432,0.3530942954583231,0.9615568283423188,0.2632756858286866,0.09752840722495895,0.10242434904996481,0.022255969974196575,0.015489420595824538,0.007070795214637579,0.00851855500821018,0.005381468449448745,0.00696589256392212,0.007947548674642271,0.004685573539760732,0.011437156931738213,0.0036266009852216744,0.0013812338728594886,0.002733802486511846,0.0010329345531315975,0.004957588552662444,0.0010041754632887639,0.00014431151771053248,0.0019702556884822896,0.001459160215810462,0.004156368754398311,0.002728360309641098,0.002965423410743608,0.0,0.0006585972319962468,0.003183157400891391,0.0019304714989444053,0.0003031667839549613,0.0018777855969974197,0.0019754632887637813,0.001247853624208304,0.0017414027680037532,0.006938494018296973,0.0044477128782547505,0.03573666432090077,0.05906000469153178,0.062380389397138164,0.10443026038001407,0.32364208304011255,0.034648275862068964,0.03793286418015482,9060.0
