,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,feature_sum
0,0.0052285119121617905,0.03657463285290831,0.008478087646708697,0.061199826363781566,0.005124349800049558,0.005817552927544583,0.0025265350601961535,0.0021562731793080825,0.0015638337422932197,0.0020629666561952816,0.0012919775340117913,0.001724981891467196,0.0014006206480309692,0.0012770533208899355,0.0016351210876858046,0.0012414322126124613,0.0005219986518719965,0.0008376317148153154,0.00045892878965192723,0.0011754535866293605,0.00048279575904242115,0.00015398067135600295,0.000768367204935786,0.0006879508082727396,0.0009681114346185974,0.001573070566862222,0.0009897088028493618,0.0,0.000506435049516724,0.0012018151896923941,0.0006779221122435491,0.0002993465294414327,0.0006442890043642887,0.0006252037110871303,0.0005431312029584661,0.0006616806026066091,0.0015873707832537772,0.0012031994548567986,0.002598071715063983,0.004380076708718165,0.0057033084843080084,0.005838882003442992,0.01461040850841902,0.0035055106546695034,0.00359415127816676,1439.3876248925717
