,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,Vt,feature_sum
0,0.00521214211418685,0.03674517429242234,0.009503883435103475,0.07100199789902202,0.0052591179008173615,0.006015766177123088,0.0028545744757481188,0.0021629298649434043,0.0018467891012102465,0.001989219088120583,0.00117988099239138,0.0019559979779264856,0.0014258016232438322,0.001203579633788114,0.0016142304883436345,0.0011518482233292386,0.0008261550729703424,0.0007517517003176422,0.0006031943671776042,0.0012815331670254636,0.0005171521665113361,0.0001589514345464176,0.0008250623018569901,0.0007603221198198426,0.0009673269924168252,0.0013887054485098693,0.0011202837536950867,0.0,0.00041335559345071166,0.0011800074339043101,0.0007009764028836038,0.0002756779945440214,0.0007151420426522221,0.0006562260710705484,0.0004893299735262115,0.0006994427820158669,0.0017185907632495299,0.0014219786493604996,0.0029174641681772714,0.0038777196823961625,0.006401781002526141,0.006373000417403636,0.018791207623842978,0.004271289763383951,2103.0589965231934
