,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET
0,E&E,LGBM_separate,0.9581997652632921,0.3074271305829729,-1,-1,0.9568401649076668,0.27678402127713486,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",985,963,146,130,55,95,39,52,69,38,115,35,8,27,10,52,13,2,13,17,54,33,34,0,8,35,20,1,19,19,17,16,64,49,399,473,617,886,2750,342
