,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,feature_sum
0,0.9516423055076101,0.3483593660689819,0.961352958101939,0.26560131097860845,0.10472474783016654,0.10982716396903588,0.02361717100633357,0.017206755805770583,0.007775604034717335,0.009631104855735397,0.005818766127140511,0.007135632183908046,0.008899272812573305,0.004994698569082806,0.012437532254281023,0.0038309171944639923,0.0015652826647900538,0.0027515833919774806,0.0011798733286418016,0.005587614356087262,0.0011352568613652357,0.00014942528735632183,0.0023474079286887168,0.0015016185784658693,0.004858128078817734,0.0028635702556884823,0.003639080459770115,0.0,0.0005969974196575182,0.003308796622097115,0.0018739385409336149,0.0003244663382594417,0.0023229181327703496,0.002005395261552897,0.0014737039643443583,0.0017117522871217452,0.007156415669716162,0.005287590898428337,0.043258878723903355,0.058440159512080696,0.06434037063101102,0.10532873563218391,0.31819887403237157,0.04089279849870983,8820.0
