,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure
0,E&E,LGBM_separate,0.9472230680293539,0.37930483336345755,-1,-1,0.9575566291570068,0.301419084558802,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",1019,1033,198,178,47,81,65,80,84,38,132,34,15,17,9,57,15,4,26,18,41,29,35,0,11,33,14,0,15,20,11,11,54,56,404,506,458,934,2918
