,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,feature_sum
0,0.005441731075490822,0.03851118442090937,0.008398731819351184,0.05959701143649614,0.006041700496783687,0.00531741955514466,0.002777506896016406,0.002494102069768431,0.0016723571632601525,0.0021100004471867333,0.001511558247223335,0.0017821062770871183,0.0014612479382288856,0.0012976470336178662,0.001542683981863534,0.0010054196712329698,0.0010241594007542822,0.0007449706352295188,0.0006719479872086513,0.0013685482086526139,0.0004882124383355831,0.00017880861133452925,0.00077027072764098,0.000586871153871407,0.0011928214258611091,0.0015435139573070607,0.0011557415011341724,0.0,0.00037390139693713295,0.0011644826556996566,0.000790312515672176,0.00026465832746284723,0.0008452387930433482,0.0007143479956993039,0.0005183271113203684,0.0007103357936730591,0.0017713072258561263,0.0019299562464507355,0.002729334734707104,0.004292534947086378,0.004995927763794972,0.004661506595530613,0.009649816158923127,0.0
