,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET,Vt,S,V,Temp(K),Pressure,feature_sum
0,0.0051858364889467625,0.034747236435106736,0.012038101579864695,0.07859117879295457,0.010725233682647354,0.008400967620929903,0.004262569481137733,0.005072810461093011,0.00715351076965096,0.018089535187089847,1969.5643359558953
