,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt
0,E&E,LGBM_separate,0.9464133504901611,0.36942196319132264,-1,-1,0.9667639002381998,0.24063919333838696,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",894,991,217,107,73,91,41,80,58,53,78,28,8,29,12,54,10,0,27,7,36,24,27,0,3,18,20,5,18,13,10,23,65,27,331,456,551,906,2681,264,364
