,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt
0,E&E,LGBM_separate,0.9500091649261257,0.3749068706718692,-1,-1,0.9625150303108911,0.1727615259462626,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",879,899,220,138,76,55,47,64,49,25,107,26,20,23,3,43,13,6,14,19,32,13,26,0,3,27,20,5,13,16,7,13,65,34,320,538,558,850,2786,314,334
