,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure,feature_sum
0,0.9507943409420647,0.3537353558556264,0.9623521308500025,0.2556947234569245,0.15704827586206896,0.09553793103448277,0.10762298850574713,0.09474252873563219,0.05681379310344828,0.06237701149425288,0.10788735632183907,0.31797011494252875,8700.0
