,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET
0,E&E,LGBM_separate,0.9529780995925101,0.3491870504611677,-1,-1,0.9600059245623599,0.26487308997597175,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",856,902,216,156,54,93,36,58,76,30,97,32,19,20,11,70,4,0,19,10,50,21,40,0,10,12,10,1,26,16,8,11,67,40,335,475,539,1003,2907,370
