,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,E&E,LGBM_separate,0.9447170538396277,0.41983205515373595,-1,-1,0.9662986779986534,0.17754974206632967,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",681,718,163,95,45,41,29,61,47,32,95,21,3,16,4,18,12,1,12,12,17,33,10,0,2,7,12,4,12,7,5,10,44,21,200,503,548,906,2846,203,212,566,426
