,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,test_r2_separa_model_m,test_mse_separa_model_m,best_param
0,CO2,GBR_separate,0.8993411193994257,1.3707564409237356,-1,-1,0.8106928936599185,0.9251736541639466,0.8106928936599185,0.9251736541639466,"{'learning_rate': 0.5, 'n_estimators': 200}"
1,CO2,LGBM_separate,0.900395590253242,1.4014567199959873,-1,-1,0.8004034217108161,1.0414768100489513,0.8004034217108161,1.0414768100489513,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 10}"
2,CO2,BGLGBM_separate,0.9158706289393626,1.1948506605376576,-1,-1,0.7845804477680791,0.9239108581502521,0.7845804477680791,0.9239108581502521,{'n_estimators': 10}
