,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET,Vt,S,V,Temp(K),Pressure,feature_sum
0,0.9484897781800334,0.3697675094407357,0.9585054964811492,0.2814700268199479,0.2528167956837908,0.19318888106966925,0.05976988036593948,0.0642512315270936,0.10998137461881305,0.3199918367346939,9420.0
