,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,Vt
0,E&E,LGBM_separate,0.9523731198204043,0.32657410072606424,-1,-1,0.9649892783291083,0.28583155625650164,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 30}",807,837,169,157,52,36,39,85,23,37,28,24,15,28,12,16,29,45,15,28,13,19,7,87,29,0,26,0,7,13,3,4,3,0,36,34,0,0,1,0,0,7,0,12,1,5,8,19,2,2,6,14,0,0,0,0,8,0,10,4,5,6,0,0,5,10,4,16,6,3,17,12,2,2,40,13,39,30,193,166,486,569,1037,2792,385
