,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,feature_sum
0,0.00503106338386711,0.0357347920357676,0.009015969368989143,0.06469433437936231,0.00586787235243179,0.005485576101060987,0.0024562437374572327,0.0019204805878059701,0.0011842846163821804,0.0012666786246257778,0.001037756114628825,0.0020199549299032868,0.0010425211339934028,0.0009708061794188176,0.0018825708362854693,0.0008911127037292342,0.0008472505705185015,0.000926578883755006,0.0005757536664007211,0.0011258016263284523,0.0012327859272655863,0.0011585625892687984,0.0005645858730708153,0.0008464419673435916,0.000810231984212334,0.0008495006955652108,0.000600074661421367,0.0013931303280612416,0.001321850763148911,0.0003419085066502784,0.001148562398674711,0.0,0.0005259188041771927,0.0006356605369799728,0.00040084836346025217,0.0004184352675492,0.00017613376899577895,0.0,0.0007927924826062202,0.0012105063817730527,0.00020159674281509525,0.0,0.00031637391658225427,0.00017374352437551522,0.0004304451415161733,0.0006451941519585371,0.0,0.0005877713568542051,0.00014474992045831255,0.0004484424125981363,0.0008535949651556335,0.0009045241548577303,0.0004846172680362793,0.0001839700319935407,0.0004924821591341712,0.0008603572004208545,0.0,0.0,0.0,0.0,0.0003211327087614666,0.00029994926065761413,0.0006524359120152994,0.0009516087568925341,0.0003750066320695051,0.0006908305774134611,0.0,0.0,0.000185347413907805,0.000770362570314973,0.0002152367926414317,0.0005960329466099569,0.0003502867294803651,0.0003287227464555225,0.00035735873308805283,0.000590912074485307,0.0003571416241613372,0.000276787672518079,0.0016159132333282966,0.0008533917937506791,0.001459748393558183,0.0008169476787651151,0.002599339418498829,0.0027741560019891778,0.0037518788916686076,0.005454079582470776,0.00539513743610099,0.012073074817517382,1187.6919823329442
