,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso,feature_sum
0,0.951705449,0.34768829,0.9634308,0.250334225,0.074190392,0.077714226,0.015000089,0.011501663,0.003593558,0.004593299,0.004070264,0.006607981,0.002282045,0.002000163,0.004006852,0.002271815,0.001814208,0.001799081,0.001294124,0.00185661,0.002726992,0.003180397,0.00111932,0.002846807,0.001686734,0.001492184,0.001101325,0.007209882,0.003373503,0.000374046,0.002620122,0,0.000794913,0.001347055,0.000700359,0.000402719,0.000185269,0,0.002185278,0.001561937,0.000186629,0,0.000131879,0.000192437,0.000157682,0.001015936,0,0.000926219,7.63E-05,0.000428458,0.000612094,0.001411084,0.000591343,0.000141497,0.0004114,0.00137029,0,0,0,0,0.000390531,0.000183392,0.000856316,0.001257523,0.000616146,0.000769537,0,0,0.00022571,0.001583444,0.000389592,0.000772342,0.000234088,0.000164485,0.000558524,0.000684052,0.000603657,0.000137931,0.003586795,0.001152198,0.001344815,0.001655911,0.013700473,0.013192254,0.058013154,0.062190918,0.104583204,0.32308088,0.021929462,0.022580683,0.05515466,0.051248878,8760
