,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,BET,Vt,feature_sum
0,0.9512634773101171,0.3506935758024784,0.9620128523823915,0.2617008082535942,0.0905983579638752,0.09914065212291813,0.01865916021581046,0.015046117757447807,0.0044553131597466576,0.005738306357025569,0.004719680975838612,0.008239690358902181,0.003043115177105325,0.0027828759089842834,0.0060737977949800615,0.003099507389162561,0.002349472202674173,0.0023682383298146846,0.0016745015247478302,0.002738024865118461,0.003295331925873798,0.004906826178747361,0.001199483931503636,0.002816420361247948,0.0019483931503635936,0.0018160450387051373,0.0014544686840253342,0.009116490734224724,0.003764860426929392,0.0003427633122214403,0.0029240910157166317,0.0,0.0006305887872390336,0.001478864649307999,0.0006861834388927984,0.0006841660802251935,0.00016293689889749003,0.0,0.002906826178747361,0.002234529673938541,0.00021665493783720385,0.0,0.0002926108374384236,0.000177762139338494,0.00030996950504339664,0.0010756744076941122,0.0,0.0012617874736101336,0.00012906403940886698,0.0005224489795918368,0.0013472202674173117,0.0020969270466807415,0.0003366174055829228,0.00022814919071076706,0.0008100398780201735,0.0019355852685901947,0.0,0.0,0.0,0.0,0.0005833450621627962,0.00026844944874501525,0.0016023457658925638,0.0013711470795214637,0.0005981703026038001,0.0010413323950269763,0.0,0.0,0.0002050199390100868,0.001679052310579404,0.00034027680037532253,0.0013114707952146375,0.000404550785831574,0.0002707013840018766,0.0006970677926342951,0.0007613886934083979,0.0008147314098053014,0.0001974196575181797,0.005430401125967629,0.0020135116115411683,0.001799671592775041,0.0022000938306357028,0.0183449214168426,0.018057002111189303,0.057961388693408396,0.06079709125029322,0.10624836969270467,0.3257579638752053,0.029592212057236687,0.03581430917194464,9180.0
