,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,feature_sum
0,0.9503157218081,0.3577390106277406,0.9601601154569919,0.2744617907999481,0.10403823598404878,0.10778447102979122,0.023534600046915318,0.016572789115646257,0.005420877316443818,0.006438705137227305,0.00561946985690828,0.010305418719211822,0.003379591836734694,0.0032214872155758856,0.006508092892329346,0.003624208304011259,0.002993291109547267,0.0031109078114004225,0.0019727891156462586,0.002697208538587849,0.003560591133004926,0.005719211822660098,0.0012388927984987098,0.0031384001876612715,0.0022448510438658224,0.0021830166549378373,0.001225240441003988,0.010216795683790757,0.0039552427867698805,0.00040910157166314796,0.003319962467745719,0.0,0.001044991789819376,0.0016047853624208302,0.0007733990147783251,0.0007591836734693877,0.0002265540699038236,0.0,0.003211775744780671,0.003197091250293221,0.0002030494956603331,0.0,0.00038184377199155525,0.00012958010790523107,0.0004624442880600516,0.0018024865118461179,0.0,0.0012564860426929393,0.0001433732113535069,0.0006278676988036594,0.0018488388458831808,0.0022159042927515833,0.000555524278676988,0.0002080694346704199,0.0007404644616467276,0.00245395261552897,0.0,0.0,0.0,0.0,0.00047295331925873796,0.00012413793103448277,0.0020381421534130893,0.001249683321604504,0.00065761201032137,0.001013652357494722,0.0,0.0,0.00021684259910860894,0.002214168425991086,0.00033042458362655405,0.0015621862538118694,0.00052990851513019,0.0003317851278442412,0.0007652357494722027,0.0009422941590429275,0.0007733051841426225,0.00033502228477597936,0.005333286418015481,0.0024406755805770584,0.003625850340136054,0.003199953084682149,0.023389397138165614,0.024026976307764486,0.05762251935256861,0.06176476659629369,0.10909828759089843,0.32765981703026037,8940.0
