,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,Vt,feature_sum
0,0.004574263587543864,0.032256285709743586,0.008562916431501305,0.06252741104128764,0.004760260703695681,0.0044064495434207145,0.002141462163820547,0.0018387651343480182,0.0010848921194613864,0.0013131217138477127,0.0014345439921584508,0.0014038140909134983,0.0011213652446244592,0.0008668688145063531,0.0018822041945184367,0.0009206584405009777,0.0007465633196648881,0.0008829268337506768,0.000592728019862749,0.0012327958199389393,0.0011078142949036865,0.0011996644493931252,0.0006542928163212634,0.0006947820740879359,0.0006650536549936536,0.000783274510195361,0.0006586002140288103,0.0014682632233195784,0.0010873225773617896,0.00027680982394848576,0.0011527923925933996,0.0,0.0003662496032940709,0.0005914301005083344,0.0003936688871096046,0.00042994779579731896,0.0001756594127249537,0.0,0.0008320817664652987,0.0008789039177258298,0.0002067665216290714,0.0,0.00029823910911184494,0.00014800551012165275,0.0003412911417223716,0.0005392990011156784,0.0,0.0005948740506106996,0.00015315780439408634,0.0003165418896639629,0.000714481355073038,0.0007916639927689932,0.00034651831333210075,0.00020077163137222317,0.00039522722080323936,0.0007761051375537278,0.0,0.0,0.0,0.0,0.0004246717958739855,0.0004042407391984246,0.000542925339629877,0.0008863244246663107,0.0003221164171841602,0.0006455240313445425,0.0,0.0,0.000181352105819996,0.0006883400942777673,0.00023232836178970897,0.0005578612610885125,0.00037504773925799275,0.00029606845160608496,0.00032611334351407656,0.0005941371690296749,0.00035334311873709394,0.0002062584092063981,0.0015753989292977058,0.0009191248507491943,0.0010585023286466206,0.0006594617044467062,0.002333858483607979,0.002396670549543086,0.004012594372238821,0.006205218559880815,0.006031577299043023,0.013861848979248323,0.0035984255624186487,1644.2850937072183
