,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET_0,BET_1,BET_2,BET_3,BET_4,BET_5,BET_6,BET_7,BET_8,BET_9,BET_10,BET_11,BET_12,BET_13,BET_14,BET_15,BET_16,BET_17,BET_18,BET_19,BET_20,BET_21,BET_22,BET_23,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_34,BET_35,BET_36,BET_37,BET_38,BET_39,BET_40,BET_41,BET_42,BET_43,BET_44,BET_45,BET_46,BET_47,BET_48,BET_49,BET_50,BET_51,BET_52,BET_53,BET_54,BET_55,BET_56,BET_57,BET_58,BET_59,BET_60,BET_61,BET_62,BET_63,BET_64,BET_65,BET_66,BET_67,BET_68,BET_69,BET_70,BET_71,BET_72,BET_73,BET_74,BET_75,BET_76,BET_77,BET_78,BET_79,S,V,Temp(K),Pressure,Vt,feature_sum
0,0.9508855123429402,0.35342334621878096,0.9604198042651722,0.2725351672812448,0.09493262960356556,0.10156575181796856,0.021166502463054186,0.015602439596528265,0.004466479005395261,0.00585761201032137,0.005697067792634295,0.009270138400187661,0.0031985925404644615,0.0029262491203377906,0.006327797325826882,0.0031723668777855966,0.0028651653764954254,0.0029173352099460476,0.0018532958010790523,0.0025955430448041284,0.0037836734693877548,0.00491817968566737,0.001310860896082571,0.0029923528031902415,0.002202345765892564,0.0020006098991320665,0.0013298615998123386,0.00939042927515834,0.004000422237860662,0.0004099929627023223,0.0029951677222613184,0.0,0.0007040581749941356,0.0015242317616701853,0.000823082336382829,0.000603706310110251,0.00024297443115177102,0.0,0.003264180154820549,0.002323340370631011,0.00018676988036593948,0.0,0.00034651653764954256,0.0001418250058644147,0.00034548440065681443,0.001302791461412151,0.0,0.0014412385643912736,0.00014787708186722964,0.0006025803424818204,0.0014797560403471731,0.0022701384001876613,0.0003848932676518883,0.00019010086793338024,0.0006258034248182032,0.0019079990616936429,0.0,0.0,0.0,0.0,0.0005503635937133474,0.00025981703026038,0.001747642505277973,0.0011437954492141684,0.0006176401595120807,0.000965611072015013,0.0,0.0,0.00020441003987802016,0.0019908045977011495,0.00037321135350692,0.0012362186253811868,0.0005333802486511846,0.00029209476894205956,0.0006742669481585738,0.0009337086558761435,0.0007834388927984987,0.00017588552662444287,0.005393854093361482,0.0018507623739150833,0.003043021346469622,0.0023147079521463757,0.020368754398311047,0.01895533661740558,0.05780417546328876,0.061419047619047616,0.1066222378606615,0.3282688247712878,0.04086877785596998,9180.0
