,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,BET,Vt,Vmic,Vmeso,S,V,Temp(K),Pressure,feature_sum
0,0.00545591037546866,0.037050110243363396,0.011060086637354334,0.06981605592963018,0.0060635144948280924,0.0055917389099488625,0.006369764388603577,0.005546330870536738,0.004321522140893421,0.004055426344309139,0.005671132092461874,0.009298321819987911,0.0
