,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,BET_24,BET_25,BET_26,BET_27,BET_28,BET_29,BET_30,BET_31,BET_32,BET_33,BET_23,BET_22,BET_21,BET_20,BET_19,BET_18,BET_17,BET_16,BET_15,BET_14,BET_13,BET_12,BET_11,BET_10,BET_9,BET_8,BET_7,BET_6,BET_5,BET_4,BET_3,BET_2,BET_1,BET_0,S,V,Temp(K),Pressure,BET,Vt,Vmic,Vmeso
0,CO2,LGBM_separate,0.9503810077200766,0.5710995653605669,-1,-1,0.9663252183155543,0.46929864549284794,"{'learning_rate': 0.1, 'n_estimators': 300, 'num_leaves': 50}",595,86,143,94,77,80,106,143,244,370,41,56,79,49,59,45,45,99,62,76,101,85,105,82,122,122,154,167,129,186,257,297,682,1165,0,0,1438,3222,1037,778,972,1050
