,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,test_r2_separa_model_m,test_mse_separa_model_m
0,0.007088332233803795,0.05652030747696251,0.01848938022728727,0.16158178048927752,0.015695280495140396,0.1223531845717642
1,0.005338410506041585,0.04045344621194868,0.010972098377058261,0.08781098055407353,0.01094530572789893,0.07840330559314634
2,0.004999711262007948,0.03710175322807277,0.009677343940375381,0.08321899385180483,0.00981559306206811,0.0757414305087312
