,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse
0,CO2,BGLGBM_separate,0.939142636820336,0.8007496993671663,-1,-1,0.9669486809277578,0.4114558384577025,{'n_estimators': 30},0.021743482634560808
