,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model,test_r2_separa_model_m,test_mse_separa_model_m
0,0.6307927340117154,1.3142152556168738,0.9074109063999041,1.4238443015419198,0.9110497951107199,1.1397892383292543
