,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse,kpg_pca_mse_added_other
0,CO2,ETR_separate,0.9333048309115772,0.8642935173611427,-1,-1,0.9523329672911266,0.7110996241952932,{'n_estimators': 150},0.008708064584556027,4.0451009949940126e-05
1,CO2,LGBM_separate,0.929887272478456,0.9097674972071383,-1,-1,0.9474473848254736,0.8357682057642276,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.008708064584556027,4.0451009949940126e-05
2,CO2,BGLGBM_separate,0.94114832662773,0.7647636210171762,-1,-1,0.956300424227289,0.6783139478761926,{'n_estimators': 50},0.008708064584556027,4.0451009949940126e-05
3,CO2,ETR_separate,0.9289053951689026,0.9223549091479608,-1,-1,0.9514516539604235,0.7248073938644459,{'n_estimators': 180},0.008708064584556027,4.0451009949940126e-05
4,CO2,LGBM_separate,0.9351950985714381,0.8482919186234472,-1,-1,0.9416046626299097,0.9641660565843813,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.008708064584556027,4.0451009949940126e-05
5,CO2,BGLGBM_separate,0.9415680414346799,0.7668842449439974,-1,-1,0.9550361532849849,0.7174698739890755,{'n_estimators': 10},0.008708064584556027,4.0451009949940126e-05
