,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param
0,Methane,ETR_separate,0.860881918523809,1.7486108273711545,-1,-1,0.9561339024652247,0.942479739547297,{'n_estimators': 150}
1,Methane,LGBM_separate,0.8596942373223009,1.6992459336205195,-1,-1,0.9083733573671748,2.0387770565042187,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 30}"
2,Methane,BGLGBM_separate,0.8751751618378523,1.5399216518463408,-1,-1,0.9402286476224473,1.3045385808143566,{'n_estimators': 50}
3,Methane,XGBR_separate,0.857109411091679,1.8447424337284057,-1,-1,0.9272537787244299,1.5115029596530718,"{'max_depth': 8, 'n_estimators': 200}"
