,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse
0,CO2,ETR_separate,0.941619953,0.779931991,-1,-1,0.93567416,0.790359376,{'n_estimators': 200},0.018574704
0,CO2,LGBM_separate,0.942736759,0.766182737,-1,-1,0.942929508,0.686005868,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018574704
1,CO2,GBR_separate,0.942665032,0.834837437,-1,-1,0.932348987,0.869021654,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020250051
1,CO2,ETR_separate,0.945252427,0.796925302,-1,-1,0.936047303,0.805957585,{'n_estimators': 200},0.020250051
1,CO2,LGBM_separate,0.942810579,0.83202223,-1,-1,0.945966875,0.725296485,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020250051
0,CO2,GBR_separate,0.943756796,0.775672031,-1,-1,0.954184635,0.636653573,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018325299
0,CO2,ETR_separate,0.94098047,0.813985658,-1,-1,0.949666893,0.670327209,{'n_estimators': 200},0.018325299
0,CO2,LGBM_separate,0.942683815,0.790587576,-1,-1,0.956940697,0.619649997,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018325299
1,CO2,GBR_separate,0.933155529,0.915596641,-1,-1,0.958168187,0.59497446,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019999472
1,CO2,ETR_separate,0.933935455,0.892209304,-1,-1,0.947915256,0.689259611,{'n_estimators': 200},0.019999472
1,CO2,LGBM_separate,0.934370861,0.899879212,-1,-1,0.953414656,0.649307262,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019999472
0,CO2,GBR_separate,0.939683555,0.820103082,-1,-1,0.947669465,0.696012497,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018596601
0,CO2,ETR_separate,0.941902737,0.793046704,-1,-1,0.937474693,0.803956273,{'n_estimators': 100},0.018596601
0,CO2,LGBM_separate,0.943279329,0.763656813,-1,-1,0.955271635,0.609043391,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018596601
1,CO2,GBR_separate,0.931800641,0.845334422,-1,-1,0.937967717,0.812169147,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020972652
1,CO2,ETR_separate,0.933893747,0.81808147,-1,-1,0.932565113,0.858153999,{'n_estimators': 200},0.020972652
1,CO2,LGBM_separate,0.930039077,0.857501407,-1,-1,0.947996038,0.708027871,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020972652
0,CO2,GBR_separate,0.941408095,0.842414936,-1,-1,0.955570864,0.584525841,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018313377
0,CO2,ETR_separate,0.94274361,0.806733662,-1,-1,0.94757507,0.650049123,{'n_estimators': 180},0.018313377
0,CO2,LGBM_separate,0.947859769,0.742346591,-1,-1,0.957286903,0.594687274,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018313377
1,CO2,GBR_separate,0.93658189,0.944673551,-1,-1,0.95055136,0.65684583,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020111209
1,CO2,ETR_separate,0.943147023,0.857591238,-1,-1,0.941775044,0.718062719,{'n_estimators': 200},0.020111209
1,CO2,LGBM_separate,0.940656781,0.893436301,-1,-1,0.952382884,0.620615103,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020111209
0,CO2,GBR_separate,0.936944531,0.84748064,-1,-1,0.941678033,1.111413543,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018189838
0,CO2,ETR_separate,0.935030475,0.878171477,-1,-1,0.952484123,0.817892851,{'n_estimators': 200},0.018189838
0,CO2,LGBM_separate,0.934334914,0.887662724,-1,-1,0.945444039,1.026063923,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018189838
1,CO2,GBR_separate,0.936134142,0.838976416,-1,-1,0.95368454,0.836622357,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019401843
1,CO2,ETR_separate,0.931871289,0.887829669,-1,-1,0.94924495,0.899151314,{'n_estimators': 200},0.019401843
1,CO2,LGBM_separate,0.922914283,1.036855877,-1,-1,0.935868011,1.165240001,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019401843
0,CO2,GBR_separate,0.93955338,0.775585158,-1,-1,0.956623458,0.911558324,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018272912
0,CO2,ETR_separate,0.93630071,0.817097315,-1,-1,0.959808321,0.800551084,{'n_estimators': 200},0.018272912
0,CO2,LGBM_separate,0.939716753,0.769535162,-1,-1,0.953950852,0.923437687,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018272912
1,CO2,GBR_separate,0.931706373,0.835916474,-1,-1,0.937592159,1.36462502,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019878221
1,CO2,ETR_separate,0.928534342,0.864177344,-1,-1,0.949306273,0.987487902,{'n_estimators': 200},0.019878221
1,CO2,LGBM_separate,0.930296934,0.854008154,-1,-1,0.936033389,1.310020472,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019878221
0,CO2,GBR_separate,0.944677371,0.767261064,-1,-1,0.949916307,0.680891451,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018560962
0,CO2,ETR_separate,0.942405674,0.795346233,-1,-1,0.940069821,0.770737093,{'n_estimators': 180},0.018560962
0,CO2,LGBM_separate,0.94130387,0.80593422,-1,-1,0.943002309,0.766406068,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018560962
1,CO2,GBR_separate,0.938310716,0.884067326,-1,-1,0.940445824,0.798274468,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020390897
1,CO2,ETR_separate,0.938913076,0.879169379,-1,-1,0.945035098,0.736454567,{'n_estimators': 200},0.020390897
1,CO2,LGBM_separate,0.936124009,0.916823187,-1,-1,0.939004373,0.863765156,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020390897
0,CO2,GBR_separate,0.941928928,0.771837657,-1,-1,0.944089476,0.908248696,"{'learning_rate': 0.5, 'n_estimators': 200}",0.01832304
0,CO2,ETR_separate,0.938449475,0.799284748,-1,-1,0.951723223,0.768315796,{'n_estimators': 200},0.01832304
0,CO2,LGBM_separate,0.946406189,0.711249166,-1,-1,0.957386612,0.719384063,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.01832304
1,CO2,GBR_separate,0.93255755,0.886222804,-1,-1,0.947181666,0.871273851,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020736118
1,CO2,ETR_separate,0.937028447,0.839624062,-1,-1,0.949776428,0.790373341,{'n_estimators': 200},0.020736118
1,CO2,LGBM_separate,0.942791198,0.765892903,-1,-1,0.943233049,0.880676859,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020736118
0,CO2,GBR_separate,0.94018856,0.836158356,-1,-1,0.947473591,0.669681908,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018182464
0,CO2,ETR_separate,0.942420577,0.805080733,-1,-1,0.940413933,0.764077398,{'n_estimators': 200},0.018182464
0,CO2,LGBM_separate,0.944302712,0.783527509,-1,-1,0.952048167,0.649458134,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018182464
1,CO2,GBR_separate,0.929262629,0.97370702,-1,-1,0.950099635,0.628751657,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020769764
1,CO2,ETR_separate,0.931441751,0.926469113,-1,-1,0.935359837,0.821469367,{'n_estimators': 200},0.020769764
1,CO2,LGBM_separate,0.92599869,0.998670256,-1,-1,0.940268897,0.760732558,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020769764
0,CO2,GBR_separate,0.940694667,0.81885003,-1,-1,0.936501035,1.035169771,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018448474
0,CO2,ETR_separate,0.942508928,0.788326139,-1,-1,0.954971439,0.707980697,{'n_estimators': 150},0.018448474
0,CO2,LGBM_separate,0.939373491,0.838396528,-1,-1,0.958856301,0.656805007,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018448474
1,CO2,GBR_separate,0.931153116,0.942994467,-1,-1,0.94228797,0.856795633,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019771078
1,CO2,ETR_separate,0.932701434,0.925406017,-1,-1,0.954350899,0.704327782,{'n_estimators': 200},0.019771078
1,CO2,LGBM_separate,0.929687368,0.963745656,-1,-1,0.953971559,0.696305987,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019771078
0,CO2,GBR_separate,0.947411052,0.743818549,-1,-1,0.948451513,0.647538424,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018332594
0,CO2,ETR_separate,0.945944478,0.758797138,-1,-1,0.929919466,0.865513426,{'n_estimators': 180},0.018332594
0,CO2,LGBM_separate,0.947120977,0.749205355,-1,-1,0.934869266,0.825474343,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018332594
1,CO2,GBR_separate,0.9411635,0.84323942,-1,-1,0.926979132,0.931239761,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020093028
1,CO2,ETR_separate,0.945126181,0.783850518,-1,-1,0.921825238,0.991757063,{'n_estimators': 200},0.020093028
1,CO2,LGBM_separate,0.936206912,0.908374937,-1,-1,0.922159432,0.948131176,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020093028
0,CO2,GBR_separate,0.938134967,0.860101364,-1,-1,0.95935729,0.658108961,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018069914
0,CO2,ETR_separate,0.944051181,0.778402212,-1,-1,0.947876973,0.839149245,{'n_estimators': 200},0.018069914
0,CO2,LGBM_separate,0.939632013,0.84357447,-1,-1,0.953518495,0.774530494,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018069914
1,CO2,GBR_separate,0.924636077,1.039857434,-1,-1,0.947715763,0.8132266,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019711873
1,CO2,ETR_separate,0.935571571,0.886408089,-1,-1,0.947212784,0.82727447,{'n_estimators': 200},0.019711873
1,CO2,LGBM_separate,0.92772271,1.008409087,-1,-1,0.954998048,0.698219026,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019711873
0,CO2,GBR_separate,0.94138082,0.798624795,-1,-1,0.951175912,0.732168817,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018203162
0,CO2,ETR_separate,0.942679057,0.779387414,-1,-1,0.94941308,0.72323755,{'n_estimators': 200},0.018203162
0,CO2,LGBM_separate,0.947774011,0.71805133,-1,-1,0.954968654,0.657770929,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018203162
1,CO2,GBR_separate,0.93591918,0.87969408,-1,-1,0.94021008,0.854931191,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020016694
1,CO2,ETR_separate,0.936600209,0.866031142,-1,-1,0.925226049,1.003862475,{'n_estimators': 200},0.020016694
1,CO2,LGBM_separate,0.938279531,0.850287916,-1,-1,0.938202273,0.892147944,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020016694
0,CO2,GBR_separate,0.938183216,0.799223146,-1,-1,0.940769181,1.025131671,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018514282
0,CO2,ETR_separate,0.934999944,0.849685413,-1,-1,0.951821005,0.82611032,{'n_estimators': 200},0.018514282
0,CO2,LGBM_separate,0.938129866,0.803904004,-1,-1,0.942027152,0.99690029,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018514282
1,CO2,GBR_separate,0.934265927,0.809237271,-1,-1,0.931780453,1.107381646,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019787882
1,CO2,ETR_separate,0.93656291,0.789017081,-1,-1,0.924378287,1.223410666,{'n_estimators': 200},0.019787882
1,CO2,LGBM_separate,0.935942467,0.800498319,-1,-1,0.936788185,1.08306982,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019787882
0,CO2,GBR_separate,0.941496661,0.817131033,-1,-1,0.945109869,0.68466979,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018377429
0,CO2,ETR_separate,0.943301813,0.791019741,-1,-1,0.939839888,0.735478344,{'n_estimators': 150},0.018377429
0,CO2,LGBM_separate,0.945617778,0.754971121,-1,-1,0.938547947,0.757045286,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018377429
1,CO2,GBR_separate,0.931726089,0.985163359,-1,-1,0.935695675,0.77936665,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020888227
1,CO2,ETR_separate,0.936804801,0.905153846,-1,-1,0.941309452,0.718893832,{'n_estimators': 200},0.020888227
1,CO2,LGBM_separate,0.928451661,1.03546565,-1,-1,0.941422015,0.737037701,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020888227
0,CO2,GBR_separate,0.940712611,0.812925883,-1,-1,0.947501089,0.769223099,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018383887
0,CO2,ETR_separate,0.9403853,0.808213012,-1,-1,0.944092714,0.788370725,{'n_estimators': 200},0.018383887
0,CO2,LGBM_separate,0.939463155,0.824663356,-1,-1,0.95188353,0.743930742,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018383887
1,CO2,GBR_separate,0.940715402,0.818644961,-1,-1,0.933435177,0.99534248,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019857905
1,CO2,ETR_separate,0.940832453,0.822858136,-1,-1,0.939854495,0.855424698,{'n_estimators': 200},0.019857905
1,CO2,LGBM_separate,0.940815743,0.81752842,-1,-1,0.930337373,1.077996361,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019857905
0,CO2,GBR_separate,0.944645589,0.786432623,-1,-1,0.955560506,0.61168399,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018133283
0,CO2,ETR_separate,0.944112057,0.787113752,-1,-1,0.951256011,0.675671595,{'n_estimators': 200},0.018133283
0,CO2,LGBM_separate,0.945392509,0.776704066,-1,-1,0.954661258,0.652251272,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018133283
1,CO2,GBR_separate,0.929662294,0.913407887,-1,-1,0.951023007,0.69245138,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019507424
1,CO2,ETR_separate,0.933825373,0.857397488,-1,-1,0.95173074,0.671153354,{'n_estimators': 200},0.019507424
1,CO2,LGBM_separate,0.931106406,0.893144216,-1,-1,0.953150909,0.672158844,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019507424
0,CO2,GBR_separate,0.944298598,0.810568346,-1,-1,0.945297328,0.49900027,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018256363
0,CO2,ETR_separate,0.940377741,0.860590028,-1,-1,0.933873591,0.566396863,{'n_estimators': 200},0.018256363
0,CO2,LGBM_separate,0.942681636,0.83643959,-1,-1,0.949617986,0.456898965,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018256363
1,CO2,GBR_separate,0.931107542,0.951236121,-1,-1,0.93548063,0.58879117,"{'learning_rate': 0.5, 'n_estimators': 200}",0.0205922
1,CO2,ETR_separate,0.939923188,0.828886934,-1,-1,0.930242953,0.611640254,{'n_estimators': 180},0.0205922
1,CO2,LGBM_separate,0.934446351,0.910168838,-1,-1,0.941868702,0.524450246,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.0205922
0,CO2,GBR_separate,0.940715312,0.857710918,-1,-1,0.939096286,0.679301837,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018459045
0,CO2,ETR_separate,0.943528824,0.816870925,-1,-1,0.937156838,0.697740797,{'n_estimators': 150},0.018459045
0,CO2,LGBM_separate,0.936830651,0.91030391,-1,-1,0.939517965,0.660743175,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018459045
1,CO2,GBR_separate,0.943633375,0.82126035,-1,-1,0.933543299,0.742206644,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020406371
1,CO2,ETR_separate,0.939558382,0.880795701,-1,-1,0.934437915,0.744058957,{'n_estimators': 200},0.020406371
1,CO2,LGBM_separate,0.942839179,0.83548807,-1,-1,0.942623993,0.653143854,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020406371
