,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse
0,Methane,ETR_separate,0.894478228,1.019978798,-1,-1,0.935711461,0.559328568,{'n_estimators': 150},0.029285652
0,Methane,LGBM_separate,0.896245803,1.007743529,-1,-1,0.92807456,0.65371423,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029285652
1,Methane,GBR_separate,0.877653809,1.19311645,-1,-1,0.9095223,0.796385897,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029655185
1,Methane,ETR_separate,0.894440468,1.029751548,-1,-1,0.932585839,0.578953567,{'n_estimators': 120},0.029655185
1,Methane,LGBM_separate,0.891127472,1.057792405,-1,-1,0.928014123,0.649356265,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029655185
0,Methane,GBR_separate,0.911346102,0.881652002,-1,-1,0.898931896,1.148569127,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02940837
0,Methane,ETR_separate,0.911595253,0.884263094,-1,-1,0.919978696,0.856065493,{'n_estimators': 150},0.02940837
0,Methane,LGBM_separate,0.921001938,0.790061602,-1,-1,0.91424285,0.946134368,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02940837
1,Methane,GBR_separate,0.895262311,1.051393368,-1,-1,0.903372685,1.104200759,"{'learning_rate': 0.5, 'n_estimators': 200}",0.030245272
1,Methane,ETR_separate,0.913523806,0.875442385,-1,-1,0.905566938,1.034309566,{'n_estimators': 120},0.030245272
1,Methane,LGBM_separate,0.91450666,0.863280621,-1,-1,0.910414685,1.026410795,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.030245272
0,Methane,GBR_separate,0.907012261,0.956071094,-1,-1,0.931932623,0.595862773,"{'learning_rate': 0.5, 'n_estimators': 200}",0.027931836
0,Methane,ETR_separate,0.903174537,0.995154995,-1,-1,0.919732752,0.694076431,{'n_estimators': 150},0.027931836
0,Methane,LGBM_separate,0.912141756,0.901319616,-1,-1,0.931465881,0.598420587,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.027931836
1,Methane,GBR_separate,0.899407682,1.007815563,-1,-1,0.917383201,0.735849643,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029517275
1,Methane,ETR_separate,0.900930081,0.98882201,-1,-1,0.915272659,0.735893801,{'n_estimators': 180},0.029517275
1,Methane,LGBM_separate,0.908128426,0.919146711,-1,-1,0.932616058,0.589948151,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029517275
0,Methane,GBR_separate,0.895899289,1.03951792,-1,-1,0.932606766,0.644790495,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029175138
0,Methane,ETR_separate,0.914739425,0.858132562,-1,-1,0.930852183,0.645820751,{'n_estimators': 150},0.029175138
0,Methane,LGBM_separate,0.916733294,0.835908112,-1,-1,0.935147688,0.607438454,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029175138
1,Methane,GBR_separate,0.890454915,1.1040362,-1,-1,0.938396447,0.584303965,"{'learning_rate': 0.5, 'n_estimators': 200}",0.030067079
1,Methane,ETR_separate,0.900258639,1.002837545,-1,-1,0.929276453,0.661634336,{'n_estimators': 150},0.030067079
1,Methane,LGBM_separate,0.90035155,1.004342861,-1,-1,0.928669834,0.674500862,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.030067079
0,Methane,GBR_separate,0.903961626,0.965029683,-1,-1,0.883905425,0.916983053,"{'learning_rate': 0.5, 'n_estimators': 200}",0.027788765
0,Methane,ETR_separate,0.904582053,0.960157403,-1,-1,0.91406733,0.649841066,{'n_estimators': 150},0.027788765
0,Methane,LGBM_separate,0.908722623,0.919219255,-1,-1,0.883167779,0.925208233,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.027788765
1,Methane,GBR_separate,0.897670787,1.012826881,-1,-1,0.884590202,0.929358846,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028054858
1,Methane,ETR_separate,0.903349311,0.951338703,-1,-1,0.900418693,0.759061373,{'n_estimators': 150},0.028054858
1,Methane,LGBM_separate,0.908446563,0.906536459,-1,-1,0.874675078,0.996814736,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028054858
0,Methane,GBR_separate,0.903957882,0.983650508,-1,-1,0.900762522,0.887636146,"{'learning_rate': 0.5, 'n_estimators': 200}",0.027596381
0,Methane,ETR_separate,0.91994414,0.813016175,-1,-1,0.884639537,0.946108788,{'n_estimators': 150},0.027596381
0,Methane,LGBM_separate,0.91795686,0.835967493,-1,-1,0.899532638,0.849522244,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.027596381
1,Methane,GBR_separate,0.901806039,0.983689116,-1,-1,0.861920051,1.151673711,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028686836
1,Methane,ETR_separate,0.911660742,0.892693738,-1,-1,0.870309717,1.052336186,{'n_estimators': 150},0.028686836
1,Methane,LGBM_separate,0.912588759,0.877746821,-1,-1,0.888262606,0.942703081,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028686836
0,Methane,GBR_separate,0.880885439,1.176670077,-1,-1,0.915576301,0.814983351,"{'learning_rate': 0.5, 'n_estimators': 200}",0.027798343
0,Methane,ETR_separate,0.905623156,0.938167349,-1,-1,0.880733653,1.084330723,{'n_estimators': 120},0.027798343
0,Methane,LGBM_separate,0.902605148,0.970608716,-1,-1,0.906405985,0.893568424,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.027798343
1,Methane,GBR_separate,0.89485767,1.045677542,-1,-1,0.891417872,1.017184573,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028285877
1,Methane,ETR_separate,0.912691159,0.870258645,-1,-1,0.877213846,1.114944501,{'n_estimators': 150},0.028285877
1,Methane,LGBM_separate,0.906047078,0.939206326,-1,-1,0.90127631,0.954261171,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028285877
0,Methane,GBR_separate,0.904198992,0.966220892,-1,-1,0.927964947,0.649521966,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028497996
0,Methane,ETR_separate,0.908125897,0.928754962,-1,-1,0.933992091,0.558721773,{'n_estimators': 150},0.028497996
0,Methane,LGBM_separate,0.910744612,0.898197009,-1,-1,0.935530794,0.580805772,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028497996
1,Methane,GBR_separate,0.897915924,1.022659138,-1,-1,0.918150384,0.760630617,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02967222
1,Methane,ETR_separate,0.906072842,0.955257764,-1,-1,0.931534175,0.581998197,{'n_estimators': 150},0.02967222
1,Methane,LGBM_separate,0.913746103,0.87922331,-1,-1,0.928401083,0.635558379,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02967222
0,Methane,GBR_separate,0.899415402,0.996251462,-1,-1,0.897666472,1.042746794,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028245664
0,Methane,ETR_separate,0.90754753,0.910763759,-1,-1,0.922755779,0.731748122,{'n_estimators': 150},0.028245664
0,Methane,LGBM_separate,0.913787106,0.847004628,-1,-1,0.913207053,0.875155501,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028245664
1,Methane,GBR_separate,0.893376601,1.05106938,-1,-1,0.895615521,1.012638032,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028789474
1,Methane,ETR_separate,0.906715673,0.920950153,-1,-1,0.918923151,0.74607162,{'n_estimators': 120},0.028789474
1,Methane,LGBM_separate,0.906305458,0.924674355,-1,-1,0.910240871,0.877381561,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028789474
0,Methane,GBR_separate,0.906128126,0.886032404,-1,-1,0.902706345,1.153498771,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028416403
0,Methane,ETR_separate,0.911479983,0.835141863,-1,-1,0.907125977,0.992700863,{'n_estimators': 150},0.028416403
0,Methane,LGBM_separate,0.917613793,0.775877745,-1,-1,0.92371398,0.884840298,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028416403
1,Methane,GBR_separate,0.886240939,1.083480539,-1,-1,0.913761747,1.030133285,"{'learning_rate': 0.5, 'n_estimators': 200}",0.030400628
1,Methane,ETR_separate,0.892650494,1.02426786,-1,-1,0.898002834,1.080501159,{'n_estimators': 150},0.030400628
1,Methane,LGBM_separate,0.892194531,1.027056047,-1,-1,0.919752834,0.935695605,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.030400628
0,Methane,GBR_separate,0.89159877,1.085996777,-1,-1,0.907694744,0.844592513,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02838397
0,Methane,ETR_separate,0.91134937,0.902569106,-1,-1,0.911244119,0.731519445,{'n_estimators': 120},0.02838397
0,Methane,LGBM_separate,0.907294746,0.939945315,-1,-1,0.932245444,0.591204276,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02838397
1,Methane,GBR_separate,0.882803724,1.162712801,-1,-1,0.896268948,0.963665284,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028713283
1,Methane,ETR_separate,0.898035713,1.01443817,-1,-1,0.908623577,0.758749424,{'n_estimators': 120},0.028713283
1,Methane,LGBM_separate,0.895397082,1.035707771,-1,-1,0.929105528,0.617055103,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028713283
0,Methane,GBR_separate,0.909393336,0.924885974,-1,-1,0.880939247,0.960461635,"{'learning_rate': 0.5, 'n_estimators': 200}",0.027950815
0,Methane,ETR_separate,0.917123504,0.845914746,-1,-1,0.869990362,1.013855952,{'n_estimators': 150},0.027950815
0,Methane,LGBM_separate,0.918584983,0.833646697,-1,-1,0.880535449,0.99090704,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.027950815
1,Methane,GBR_separate,0.906776834,0.929854436,-1,-1,0.876076225,1.009058112,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028429214
1,Methane,ETR_separate,0.914485243,0.854453985,-1,-1,0.869832233,1.008612769,{'n_estimators': 150},0.028429214
1,Methane,LGBM_separate,0.917891016,0.821383665,-1,-1,0.876662181,1.038655653,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028429214
0,Methane,GBR_separate,0.909601764,0.917273526,-1,-1,0.868786522,1.306514515,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028280229
0,Methane,ETR_separate,0.916572321,0.847297197,-1,-1,0.875705573,1.123738789,{'n_estimators': 150},0.028280229
0,Methane,LGBM_separate,0.919763464,0.814161234,-1,-1,0.888490542,1.074492612,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028280229
1,Methane,GBR_separate,0.904346931,0.956451507,-1,-1,0.861761088,1.340855296,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029353261
1,Methane,ETR_separate,0.904131896,0.955015652,-1,-1,0.863742806,1.2451752,{'n_estimators': 120},0.029353261
1,Methane,LGBM_separate,0.90187904,0.982016949,-1,-1,0.871324762,1.245486701,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029353261
0,Methane,GBR_separate,0.901838277,0.957996521,-1,-1,0.843160376,1.395177296,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028005809
0,Methane,ETR_separate,0.914901928,0.828573768,-1,-1,0.841595575,1.249432538,{'n_estimators': 150},0.028005809
0,Methane,LGBM_separate,0.916223826,0.815044615,-1,-1,0.853182073,1.254176638,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028005809
1,Methane,GBR_separate,0.907379133,0.915455251,-1,-1,0.847709637,1.406165107,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028757619
1,Methane,ETR_separate,0.913982738,0.848879598,-1,-1,0.848238522,1.19956423,{'n_estimators': 120},0.028757619
1,Methane,LGBM_separate,0.915962778,0.830402231,-1,-1,0.853476567,1.263551087,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028757619
0,Methane,GBR_separate,0.908820708,0.907344109,-1,-1,0.88459782,0.98353122,"{'learning_rate': 0.5, 'n_estimators': 200}",0.027978172
0,Methane,ETR_separate,0.919240286,0.813247605,-1,-1,0.878982486,1.01431587,{'n_estimators': 150},0.027978172
0,Methane,LGBM_separate,0.920123799,0.79968866,-1,-1,0.8900204,0.965278075,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.027978172
1,Methane,GBR_separate,0.900640077,1.015939795,-1,-1,0.863544027,1.225305903,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028455908
1,Methane,ETR_separate,0.911722463,0.896311634,-1,-1,0.874688244,1.060416817,{'n_estimators': 150},0.028455908
1,Methane,LGBM_separate,0.914688929,0.872104198,-1,-1,0.887332107,1.006739338,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028455908
0,Methane,GBR_separate,0.89618397,1.045574765,-1,-1,0.912714628,0.844498664,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028841309
0,Methane,ETR_separate,0.907155181,0.950924012,-1,-1,0.924032364,0.661846941,{'n_estimators': 150},0.028841309
0,Methane,LGBM_separate,0.904898154,0.97031708,-1,-1,0.921560754,0.725078743,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028841309
1,Methane,GBR_separate,0.906232372,0.953116604,-1,-1,0.919584248,0.77108516,"{'learning_rate': 0.5, 'n_estimators': 200}",0.030238405
1,Methane,ETR_separate,0.916482455,0.846864662,-1,-1,0.922587701,0.682904321,{'n_estimators': 120},0.030238405
1,Methane,LGBM_separate,0.912986909,0.881071961,-1,-1,0.919953208,0.751315246,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.030238405
0,Methane,GBR_separate,0.89134559,1.098327176,-1,-1,0.910348711,0.715360011,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028406745
0,Methane,ETR_separate,0.910275137,0.897592489,-1,-1,0.921265295,0.658638181,{'n_estimators': 150},0.028406745
0,Methane,LGBM_separate,0.90754242,0.925448663,-1,-1,0.932430517,0.581172907,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028406745
1,Methane,GBR_separate,0.873354595,1.256558565,-1,-1,0.923693205,0.653621738,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028849121
1,Methane,ETR_separate,0.89012608,1.084778592,-1,-1,0.917655627,0.676057531,{'n_estimators': 150},0.028849121
1,Methane,LGBM_separate,0.887709411,1.103031208,-1,-1,0.933147653,0.574484722,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028849121
0,Methane,GBR_separate,0.907473427,0.900162906,-1,-1,0.86239508,1.194310775,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028597297
0,Methane,ETR_separate,0.918869306,0.779823244,-1,-1,0.8459092,1.241599496,{'n_estimators': 150},0.028597297
0,Methane,LGBM_separate,0.918180404,0.793676114,-1,-1,0.859916546,1.203395822,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028597297
1,Methane,GBR_separate,0.913860051,0.82727686,-1,-1,0.862325554,1.230541644,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029408656
1,Methane,ETR_separate,0.922620827,0.74131921,-1,-1,0.835743515,1.334045124,{'n_estimators': 200},0.029408656
1,Methane,LGBM_separate,0.921321899,0.755887004,-1,-1,0.864046979,1.176140159,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029408656
0,Methane,GBR_separate,0.900996231,0.995217723,-1,-1,0.900438855,1.01671616,"{'learning_rate': 0.5, 'n_estimators': 200}",0.027952415
0,Methane,ETR_separate,0.907345492,0.930218088,-1,-1,0.893835411,0.970932082,{'n_estimators': 150},0.027952415
0,Methane,LGBM_separate,0.905544147,0.947471031,-1,-1,0.89490903,1.037583569,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.027952415
1,Methane,GBR_separate,0.893290098,1.06473243,-1,-1,0.882199982,1.16979476,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029207193
1,Methane,ETR_separate,0.906097971,0.942405554,-1,-1,0.881390169,1.112467955,{'n_estimators': 150},0.029207193
1,Methane,LGBM_separate,0.905471703,0.947380034,-1,-1,0.868922314,1.276117189,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029207193
