,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse
1,CO2,LGBM_separate,0.942372556,0.876468419,-1,-1,0.936167227,0.883556216,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019750673
0,CO2,GBR_separate,0.944597815,0.786352085,-1,-1,0.936678698,0.797015485,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019046657
0,CO2,ETR_separate,0.944716285,0.787494612,-1,-1,0.935579508,0.805407456,{'n_estimators': 200},0.019046657
0,CO2,LGBM_separate,0.940070092,0.841114186,-1,-1,0.938233894,0.750889991,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019046657
1,CO2,GBR_separate,0.942665032,0.834837437,-1,-1,0.932348987,0.869021654,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019728226
1,CO2,ETR_separate,0.945252427,0.796925302,-1,-1,0.936047303,0.805957585,{'n_estimators': 200},0.019728226
1,CO2,LGBM_separate,0.942810579,0.83202223,-1,-1,0.945966875,0.725296485,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019728226
0,CO2,GBR_separate,0.943377232,0.778401397,-1,-1,0.958245449,0.606504378,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019364968
0,CO2,ETR_separate,0.940878555,0.813160318,-1,-1,0.949634597,0.664631352,{'n_estimators': 200},0.019364968
0,CO2,LGBM_separate,0.940661765,0.814738761,-1,-1,0.94891616,0.701683874,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019364968
1,CO2,GBR_separate,0.933155529,0.915596641,-1,-1,0.958168187,0.59497446,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019770046
1,CO2,ETR_separate,0.933935455,0.892209304,-1,-1,0.947915256,0.689259611,{'n_estimators': 200},0.019770046
1,CO2,LGBM_separate,0.934370861,0.899879212,-1,-1,0.953414656,0.649307262,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019770046
0,CO2,GBR_separate,0.934488574,0.820388354,-1,-1,0.940755012,0.770878499,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019947718
0,CO2,ETR_separate,0.936787371,0.782934609,-1,-1,0.93534659,0.832711491,{'n_estimators': 200},0.019947718
0,CO2,LGBM_separate,0.933493893,0.827860833,-1,-1,0.944821321,0.768849421,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019947718
1,CO2,GBR_separate,0.931800641,0.845334422,-1,-1,0.937967717,0.812169147,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020584547
1,CO2,ETR_separate,0.933893747,0.81808147,-1,-1,0.932565113,0.858153999,{'n_estimators': 200},0.020584547
1,CO2,LGBM_separate,0.930039077,0.857501407,-1,-1,0.947996038,0.708027871,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020584547
0,CO2,GBR_separate,0.940800447,0.873696537,-1,-1,0.951643962,0.611371129,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019480912
0,CO2,ETR_separate,0.940671828,0.877218384,-1,-1,0.946665706,0.654913419,{'n_estimators': 200},0.019480912
0,CO2,LGBM_separate,0.941728712,0.868138295,-1,-1,0.956820448,0.588776107,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019480912
1,CO2,GBR_separate,0.93658189,0.944673551,-1,-1,0.95055136,0.65684583,"{'learning_rate': 0.5, 'n_estimators': 200}",0.01985981
1,CO2,ETR_separate,0.943147023,0.857591238,-1,-1,0.941775044,0.718062719,{'n_estimators': 200},0.01985981
1,CO2,LGBM_separate,0.940656781,0.893436301,-1,-1,0.952382884,0.620615103,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.01985981
0,CO2,GBR_separate,0.93302531,0.863656486,-1,-1,0.950164827,0.986156701,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019069001
0,CO2,ETR_separate,0.933538961,0.856046363,-1,-1,0.951183598,0.855438247,{'n_estimators': 200},0.019069001
0,CO2,LGBM_separate,0.935489208,0.843141226,-1,-1,0.93304155,1.27369014,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019069001
1,CO2,GBR_separate,0.936134142,0.838976416,-1,-1,0.95368454,0.836622357,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019210077
1,CO2,ETR_separate,0.931871289,0.887829669,-1,-1,0.94924495,0.899151314,{'n_estimators': 200},0.019210077
1,CO2,LGBM_separate,0.922914283,1.036855877,-1,-1,0.935868011,1.165240001,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019210077
0,CO2,GBR_separate,0.927314087,0.877266533,-1,-1,0.949519026,1.055781298,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019133421
0,CO2,ETR_separate,0.927719475,0.874519711,-1,-1,0.951888584,0.937467216,{'n_estimators': 150},0.019133421
0,CO2,LGBM_separate,0.928117047,0.872400065,-1,-1,0.943771435,1.143202376,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019133421
1,CO2,GBR_separate,0.931706373,0.835916474,-1,-1,0.937592159,1.36462502,"{'learning_rate': 0.5, 'n_estimators': 200}",0.01994308
1,CO2,ETR_separate,0.928534342,0.864177344,-1,-1,0.949306273,0.987487902,{'n_estimators': 200},0.01994308
1,CO2,LGBM_separate,0.930296934,0.854008154,-1,-1,0.936033389,1.310020472,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.01994308
0,CO2,GBR_separate,0.941912481,0.794796434,-1,-1,0.941128546,0.775867122,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019064619
0,CO2,ETR_separate,0.938843881,0.822468946,-1,-1,0.946084944,0.716834298,{'n_estimators': 200},0.019064619
0,CO2,LGBM_separate,0.942007601,0.796933637,-1,-1,0.938639189,0.837825142,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019064619
1,CO2,GBR_separate,0.938310716,0.884067326,-1,-1,0.940445824,0.798274468,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019854484
1,CO2,ETR_separate,0.938913076,0.879169379,-1,-1,0.945035098,0.736454567,{'n_estimators': 200},0.019854484
1,CO2,LGBM_separate,0.936124009,0.916823187,-1,-1,0.939004373,0.863765156,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019854484
0,CO2,GBR_separate,0.936764601,0.825532806,-1,-1,0.942257423,0.958877811,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019951959
0,CO2,ETR_separate,0.937356578,0.815343694,-1,-1,0.949136319,0.800141427,{'n_estimators': 200},0.019951959
0,CO2,LGBM_separate,0.942020996,0.763170114,-1,-1,0.952930738,0.785646273,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019951959
1,CO2,GBR_separate,0.93255755,0.886222804,-1,-1,0.947181666,0.871273851,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020808085
1,CO2,ETR_separate,0.937028447,0.839624062,-1,-1,0.949776428,0.790373341,{'n_estimators': 200},0.020808085
1,CO2,LGBM_separate,0.942791198,0.765892903,-1,-1,0.943233049,0.880676859,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020808085
0,CO2,GBR_separate,0.939921835,0.804234973,-1,-1,0.944487128,0.719104904,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02001714
0,CO2,ETR_separate,0.936266449,0.854899437,-1,-1,0.941478981,0.758120919,{'n_estimators': 200},0.02001714
0,CO2,LGBM_separate,0.936363644,0.861932234,-1,-1,0.948042121,0.706387422,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.02001714
1,CO2,GBR_separate,0.929262629,0.97370702,-1,-1,0.950099635,0.628751657,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020947936
1,CO2,ETR_separate,0.931441751,0.926469113,-1,-1,0.935359837,0.821469367,{'n_estimators': 200},0.020947936
1,CO2,LGBM_separate,0.92599869,0.998670256,-1,-1,0.940268897,0.760732558,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020947936
0,CO2,GBR_separate,0.940058343,0.802928777,-1,-1,0.949327784,0.793421479,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019247936
0,CO2,ETR_separate,0.940126046,0.796861305,-1,-1,0.952685479,0.728724475,{'n_estimators': 200},0.019247936
0,CO2,LGBM_separate,0.942089518,0.774294823,-1,-1,0.953136814,0.759794506,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019247936
1,CO2,GBR_separate,0.931153116,0.942994467,-1,-1,0.94228797,0.856795633,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019848949
1,CO2,ETR_separate,0.932701434,0.925406017,-1,-1,0.954350899,0.704327782,{'n_estimators': 200},0.019848949
1,CO2,LGBM_separate,0.929687368,0.963745656,-1,-1,0.953971559,0.696305987,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019848949
0,CO2,GBR_separate,0.942823913,0.781884233,-1,-1,0.927694094,0.946182174,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019285344
0,CO2,ETR_separate,0.941264826,0.802447718,-1,-1,0.928555824,0.90852289,{'n_estimators': 200},0.019285344
0,CO2,LGBM_separate,0.942787334,0.782075927,-1,-1,0.925961728,0.93141949,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019285344
1,CO2,GBR_separate,0.9411635,0.84323942,-1,-1,0.926979132,0.931239761,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02025152
1,CO2,ETR_separate,0.945126181,0.783850518,-1,-1,0.921825238,0.991757063,{'n_estimators': 200},0.02025152
1,CO2,LGBM_separate,0.936206912,0.908374937,-1,-1,0.922159432,0.948131176,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.02025152
0,CO2,GBR_separate,0.939989525,0.841042301,-1,-1,0.950252219,0.769363861,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018864055
0,CO2,ETR_separate,0.943327187,0.777256651,-1,-1,0.94993391,0.793403522,{'n_estimators': 180},0.018864055
0,CO2,LGBM_separate,0.934643113,0.893901226,-1,-1,0.953168245,0.764853977,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018864055
1,CO2,GBR_separate,0.924636077,1.039857434,-1,-1,0.947715763,0.8132266,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019591583
1,CO2,ETR_separate,0.935571571,0.886408089,-1,-1,0.947212784,0.82727447,{'n_estimators': 200},0.019591583
1,CO2,LGBM_separate,0.92772271,1.008409087,-1,-1,0.954998048,0.698219026,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019591583
0,CO2,GBR_separate,0.94436373,0.721828512,-1,-1,0.943136627,0.807566324,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019151942
0,CO2,ETR_separate,0.940280473,0.778252848,-1,-1,0.92612508,0.986592516,{'n_estimators': 200},0.019151942
0,CO2,LGBM_separate,0.946297106,0.700606136,-1,-1,0.943395503,0.821050239,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019151942
1,CO2,GBR_separate,0.93591918,0.87969408,-1,-1,0.94021008,0.854931191,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019962309
1,CO2,ETR_separate,0.936600209,0.866031142,-1,-1,0.925226049,1.003862475,{'n_estimators': 200},0.019962309
1,CO2,LGBM_separate,0.938279531,0.850287916,-1,-1,0.938202273,0.892147944,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019962309
0,CO2,GBR_separate,0.938803174,0.745777359,-1,-1,0.925858235,1.189850284,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018975278
0,CO2,ETR_separate,0.937759847,0.757306964,-1,-1,0.924775896,1.210587064,{'n_estimators': 200},0.018975278
0,CO2,LGBM_separate,0.937337834,0.768425245,-1,-1,0.928030955,1.202424539,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018975278
1,CO2,GBR_separate,0.934265927,0.809237271,-1,-1,0.931780453,1.107381646,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020017298
1,CO2,ETR_separate,0.93656291,0.789017081,-1,-1,0.924378287,1.223410666,{'n_estimators': 200},0.020017298
1,CO2,LGBM_separate,0.935942467,0.800498319,-1,-1,0.936788185,1.08306982,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020017298
0,CO2,GBR_separate,0.938238489,0.832066366,-1,-1,0.950118276,0.633895304,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019842187
0,CO2,ETR_separate,0.939724547,0.810178087,-1,-1,0.941098101,0.72065821,{'n_estimators': 150},0.019842187
0,CO2,LGBM_separate,0.939605584,0.832606266,-1,-1,0.944710412,0.687469128,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019842187
1,CO2,GBR_separate,0.931726089,0.985163359,-1,-1,0.935695675,0.77936665,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020720797
1,CO2,ETR_separate,0.936804801,0.905153846,-1,-1,0.941309452,0.718893832,{'n_estimators': 200},0.020720797
1,CO2,LGBM_separate,0.928451661,1.03546565,-1,-1,0.941422015,0.737037701,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020720797
0,CO2,GBR_separate,0.938515875,0.832566877,-1,-1,0.940087405,0.868080548,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019170976
0,CO2,ETR_separate,0.94029933,0.797009494,-1,-1,0.943681817,0.808887589,{'n_estimators': 200},0.019170976
0,CO2,LGBM_separate,0.941415615,0.794196374,-1,-1,0.936447911,0.96594728,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019170976
1,CO2,GBR_separate,0.940715402,0.818644961,-1,-1,0.933435177,0.99534248,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02032301
1,CO2,ETR_separate,0.940832453,0.822858136,-1,-1,0.939854495,0.855424698,{'n_estimators': 200},0.02032301
1,CO2,LGBM_separate,0.940815743,0.81752842,-1,-1,0.930337373,1.077996361,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.02032301
0,CO2,GBR_separate,0.931867746,0.862069508,-1,-1,0.946863941,0.754759587,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018759962
0,CO2,ETR_separate,0.940161055,0.758282705,-1,-1,0.952635431,0.659238747,{'n_estimators': 200},0.018759962
0,CO2,LGBM_separate,0.93891971,0.776627487,-1,-1,0.954481628,0.670902399,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018759962
1,CO2,GBR_separate,0.929662294,0.913407887,-1,-1,0.951023007,0.69245138,"{'learning_rate': 0.5, 'n_estimators': 200}",0.01949125
1,CO2,ETR_separate,0.933825373,0.857397488,-1,-1,0.95173074,0.671153354,{'n_estimators': 200},0.01949125
1,CO2,LGBM_separate,0.931106406,0.893144216,-1,-1,0.953150909,0.672158844,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.01949125
0,CO2,GBR_separate,0.939291738,0.827261696,-1,-1,0.946158868,0.529914926,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019286524
0,CO2,ETR_separate,0.941573753,0.796320793,-1,-1,0.935077408,0.572432097,{'n_estimators': 150},0.019286524
0,CO2,LGBM_separate,0.939100677,0.831035157,-1,-1,0.946321739,0.485937565,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019286524
1,CO2,GBR_separate,0.931107542,0.951236121,-1,-1,0.93548063,0.58879117,"{'learning_rate': 0.5, 'n_estimators': 200}",0.020849472
1,CO2,ETR_separate,0.939923188,0.828886934,-1,-1,0.930242953,0.611640254,{'n_estimators': 180},0.020849472
1,CO2,LGBM_separate,0.934446351,0.910168838,-1,-1,0.941868702,0.524450246,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.020849472
0,CO2,GBR_separate,0.944992239,0.788117911,-1,-1,0.937219982,0.682698149,"{'learning_rate': 0.5, 'n_estimators': 200}",0.018932302
0,CO2,ETR_separate,0.941565233,0.822948745,-1,-1,0.93598049,0.716321573,{'n_estimators': 200},0.018932302
0,CO2,LGBM_separate,0.942396751,0.817122222,-1,-1,0.936041682,0.670550662,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.018932302
1,CO2,GBR_separate,0.943633375,0.82126035,-1,-1,0.933543299,0.742206644,"{'learning_rate': 0.5, 'n_estimators': 200}",0.019953638
1,CO2,ETR_separate,0.939558382,0.880795701,-1,-1,0.934437915,0.744058957,{'n_estimators': 200},0.019953638
1,CO2,LGBM_separate,0.942839179,0.83548807,-1,-1,0.942623993,0.653143854,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 50}",0.019953638
