,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse
0,Methane,ETR_separate,0.910221663,0.89829009,-1,-1,0.937485602,0.544168678,{'n_estimators': 150},0.026361946
0,Methane,LGBM_separate,0.918803491,0.811674569,-1,-1,0.925698597,0.676480396,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026361946
1,Methane,GBR_separate,0.877653809,1.19311645,-1,-1,0.9095223,0.796385897,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029225631
1,Methane,ETR_separate,0.894440468,1.029751548,-1,-1,0.932585839,0.578953567,{'n_estimators': 120},0.029225631
1,Methane,LGBM_separate,0.891127472,1.057792405,-1,-1,0.928014123,0.649356265,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029225631
0,Methane,GBR_separate,0.901260428,0.959941095,-1,-1,0.909520969,1.046010937,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02589052
0,Methane,ETR_separate,0.912884108,0.853826358,-1,-1,0.921643039,0.839498572,{'n_estimators': 150},0.02589052
0,Methane,LGBM_separate,0.917701334,0.807112225,-1,-1,0.922072288,0.852529138,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02589052
1,Methane,GBR_separate,0.895262311,1.051393368,-1,-1,0.903372685,1.104200759,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029905071
1,Methane,ETR_separate,0.913523806,0.875442385,-1,-1,0.905566938,1.034309566,{'n_estimators': 120},0.029905071
1,Methane,LGBM_separate,0.91450666,0.863280621,-1,-1,0.910414685,1.026410795,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029905071
0,Methane,GBR_separate,0.90165708,0.971502807,-1,-1,0.930378269,0.61882184,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026441718
0,Methane,ETR_separate,0.908224595,0.909524307,-1,-1,0.918757645,0.711759213,{'n_estimators': 150},0.026441718
0,Methane,LGBM_separate,0.909563118,0.892011116,-1,-1,0.933655952,0.578657503,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026441718
1,Methane,GBR_separate,0.899407682,1.007815563,-1,-1,0.917383201,0.735849643,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029303247
1,Methane,ETR_separate,0.900930081,0.98882201,-1,-1,0.915272659,0.735893801,{'n_estimators': 180},0.029303247
1,Methane,LGBM_separate,0.908128426,0.919146711,-1,-1,0.932616058,0.589948151,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029303247
0,Methane,GBR_separate,0.906360165,0.927882106,-1,-1,0.93767859,0.601693701,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025847982
0,Methane,ETR_separate,0.916371472,0.829467318,-1,-1,0.931092861,0.643579687,{'n_estimators': 120},0.025847982
0,Methane,LGBM_separate,0.916773441,0.823368335,-1,-1,0.936342421,0.586259553,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025847982
1,Methane,GBR_separate,0.890454915,1.1040362,-1,-1,0.938396447,0.584303965,"{'learning_rate': 0.5, 'n_estimators': 200}",0.0296888
1,Methane,ETR_separate,0.900258639,1.002837545,-1,-1,0.929276453,0.661634336,{'n_estimators': 150},0.0296888
1,Methane,LGBM_separate,0.90035155,1.004342861,-1,-1,0.928669834,0.674500862,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.0296888
0,Methane,GBR_separate,0.910488341,0.915567056,-1,-1,0.900968277,0.838719678,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025736013
0,Methane,ETR_separate,0.912468969,0.889529651,-1,-1,0.919042236,0.613938045,{'n_estimators': 120},0.025736013
0,Methane,LGBM_separate,0.920700695,0.807174844,-1,-1,0.89466043,0.828594005,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025736013
1,Methane,GBR_separate,0.897670787,1.012826881,-1,-1,0.884590202,0.929358846,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028245851
1,Methane,ETR_separate,0.903349311,0.951338703,-1,-1,0.900418693,0.759061373,{'n_estimators': 150},0.028245851
1,Methane,LGBM_separate,0.908446563,0.906536459,-1,-1,0.874675078,0.996814736,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028245851
0,Methane,GBR_separate,0.893852776,1.069680049,-1,-1,0.907432505,0.852177003,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02581567
0,Methane,ETR_separate,0.913705708,0.87546723,-1,-1,0.901915087,0.819307363,{'n_estimators': 150},0.02581567
0,Methane,LGBM_separate,0.910506899,0.903995954,-1,-1,0.918962344,0.710227878,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02581567
1,Methane,GBR_separate,0.901806039,0.983689116,-1,-1,0.861920051,1.151673711,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028433686
1,Methane,ETR_separate,0.911660742,0.892693738,-1,-1,0.870309717,1.052336186,{'n_estimators': 150},0.028433686
1,Methane,LGBM_separate,0.912588759,0.877746821,-1,-1,0.888262606,0.942703081,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028433686
0,Methane,GBR_separate,0.891314634,1.073311215,-1,-1,0.898999091,0.957573571,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026190577
0,Methane,ETR_separate,0.918308524,0.809914303,-1,-1,0.881650362,1.077810779,{'n_estimators': 120},0.026190577
0,Methane,LGBM_separate,0.90939851,0.897373633,-1,-1,0.909417601,0.87847946,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026190577
1,Methane,GBR_separate,0.89485767,1.045677542,-1,-1,0.891417872,1.017184573,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028171506
1,Methane,ETR_separate,0.912691159,0.870258645,-1,-1,0.877213846,1.114944501,{'n_estimators': 150},0.028171506
1,Methane,LGBM_separate,0.906047078,0.939206326,-1,-1,0.90127631,0.954261171,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028171506
0,Methane,GBR_separate,0.901628263,0.972771258,-1,-1,0.928521926,0.659422115,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026301472
0,Methane,ETR_separate,0.911593514,0.87894932,-1,-1,0.938023934,0.527345723,{'n_estimators': 200},0.026301472
0,Methane,LGBM_separate,0.914023637,0.847905773,-1,-1,0.939322818,0.549237095,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026301472
1,Methane,GBR_separate,0.897915924,1.022659138,-1,-1,0.918150384,0.760630617,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029755296
1,Methane,ETR_separate,0.906072842,0.955257764,-1,-1,0.931534175,0.581998197,{'n_estimators': 150},0.029755296
1,Methane,LGBM_separate,0.913746103,0.87922331,-1,-1,0.928401083,0.635558379,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029755296
0,Methane,GBR_separate,0.897859498,1.005813456,-1,-1,0.910908648,0.888337895,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025735452
0,Methane,ETR_separate,0.908352745,0.901320342,-1,-1,0.921731076,0.739600444,{'n_estimators': 150},0.025735452
0,Methane,LGBM_separate,0.915399581,0.832653398,-1,-1,0.918678082,0.81591661,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025735452
1,Methane,GBR_separate,0.893376601,1.05106938,-1,-1,0.895615521,1.012638032,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028792688
1,Methane,ETR_separate,0.906715673,0.920950153,-1,-1,0.918923151,0.74607162,{'n_estimators': 120},0.028792688
1,Methane,LGBM_separate,0.906305458,0.924674355,-1,-1,0.910240871,0.877381561,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028792688
0,Methane,GBR_separate,0.905534194,0.880836248,-1,-1,0.901605401,1.10519012,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026358851
0,Methane,ETR_separate,0.903805769,0.900800324,-1,-1,0.909560429,0.974856286,{'n_estimators': 120},0.026358851
0,Methane,LGBM_separate,0.913995121,0.802472836,-1,-1,0.922416686,0.912971418,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026358851
1,Methane,GBR_separate,0.886240939,1.083480539,-1,-1,0.913761747,1.030133285,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029991056
1,Methane,ETR_separate,0.892650494,1.02426786,-1,-1,0.898002834,1.080501159,{'n_estimators': 150},0.029991056
1,Methane,LGBM_separate,0.892194531,1.027056047,-1,-1,0.919752834,0.935695605,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029991056
0,Methane,GBR_separate,0.898022476,1.024236455,-1,-1,0.918382733,0.727447314,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026185852
0,Methane,ETR_separate,0.907142565,0.931592937,-1,-1,0.91794431,0.671016386,{'n_estimators': 150},0.026185852
0,Methane,LGBM_separate,0.90933015,0.908516236,-1,-1,0.939449763,0.53062738,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026185852
1,Methane,GBR_separate,0.882803724,1.162712801,-1,-1,0.896268948,0.963665284,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028631524
1,Methane,ETR_separate,0.898035713,1.01443817,-1,-1,0.908623577,0.758749424,{'n_estimators': 120},0.028631524
1,Methane,LGBM_separate,0.895397082,1.035707771,-1,-1,0.929105528,0.617055103,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028631524
0,Methane,GBR_separate,0.901385528,0.997238996,-1,-1,0.87595208,0.989443056,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025774708
0,Methane,ETR_separate,0.913500484,0.872628529,-1,-1,0.871493717,0.98348401,{'n_estimators': 150},0.025774708
0,Methane,LGBM_separate,0.914656907,0.861818541,-1,-1,0.893854242,0.878570706,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025774708
1,Methane,GBR_separate,0.906776834,0.929854436,-1,-1,0.876076225,1.009058112,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028265816
1,Methane,ETR_separate,0.914485243,0.854453985,-1,-1,0.869832233,1.008612769,{'n_estimators': 150},0.028265816
1,Methane,LGBM_separate,0.917891016,0.821383665,-1,-1,0.876662181,1.038655653,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028265816
0,Methane,GBR_separate,0.909546994,0.907692367,-1,-1,0.864291957,1.295365297,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025949069
0,Methane,ETR_separate,0.91578269,0.853457422,-1,-1,0.877352453,1.115599422,{'n_estimators': 150},0.025949069
0,Methane,LGBM_separate,0.918210309,0.823425338,-1,-1,0.881353537,1.099422839,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025949069
1,Methane,GBR_separate,0.904346931,0.956451507,-1,-1,0.861761088,1.340855296,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029689451
1,Methane,ETR_separate,0.904131896,0.955015652,-1,-1,0.863742806,1.2451752,{'n_estimators': 120},0.029689451
1,Methane,LGBM_separate,0.90187904,0.982016949,-1,-1,0.871324762,1.245486701,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029689451
0,Methane,GBR_separate,0.911866147,0.865251775,-1,-1,0.87291358,1.093927906,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026226528
0,Methane,ETR_separate,0.920476706,0.780102614,-1,-1,0.845186342,1.197943163,{'n_estimators': 150},0.026226528
0,Methane,LGBM_separate,0.92175623,0.766479116,-1,-1,0.865929402,1.141201215,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026226528
1,Methane,GBR_separate,0.907379133,0.915455251,-1,-1,0.847709637,1.406165107,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028837443
1,Methane,ETR_separate,0.913982738,0.848879598,-1,-1,0.848238522,1.19956423,{'n_estimators': 120},0.028837443
1,Methane,LGBM_separate,0.915962778,0.830402231,-1,-1,0.853476567,1.263551087,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028837443
0,Methane,GBR_separate,0.910374538,0.878065195,-1,-1,0.854784246,1.254034223,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025573323
0,Methane,ETR_separate,0.915765291,0.829384311,-1,-1,0.879790593,1.016377941,{'n_estimators': 150},0.025573323
0,Methane,LGBM_separate,0.92058528,0.780222571,-1,-1,0.886610005,1.000485655,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025573323
1,Methane,GBR_separate,0.900640077,1.015939795,-1,-1,0.863544027,1.225305903,"{'learning_rate': 0.5, 'n_estimators': 200}",0.028757019
1,Methane,ETR_separate,0.911722463,0.896311634,-1,-1,0.874688244,1.060416817,{'n_estimators': 150},0.028757019
1,Methane,LGBM_separate,0.914688929,0.872104198,-1,-1,0.887332107,1.006739338,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.028757019
0,Methane,GBR_separate,0.894444039,1.055263382,-1,-1,0.919872903,0.761683332,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026239252
0,Methane,ETR_separate,0.91063707,0.890192365,-1,-1,0.923388278,0.66224889,{'n_estimators': 150},0.026239252
0,Methane,LGBM_separate,0.910614245,0.889889215,-1,-1,0.930740221,0.640584801,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026239252
1,Methane,GBR_separate,0.906232372,0.953116604,-1,-1,0.919584248,0.77108516,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029708321
1,Methane,ETR_separate,0.916482455,0.846864662,-1,-1,0.922587701,0.682904321,{'n_estimators': 120},0.029708321
1,Methane,LGBM_separate,0.912986909,0.881071961,-1,-1,0.919953208,0.751315246,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029708321
0,Methane,GBR_separate,0.913928092,0.861596677,-1,-1,0.920740439,0.68695319,"{'learning_rate': 0.5, 'n_estimators': 200}",0.026174803
0,Methane,ETR_separate,0.916852069,0.835480462,-1,-1,0.924924996,0.632205825,{'n_estimators': 120},0.026174803
0,Methane,LGBM_separate,0.918907774,0.812300734,-1,-1,0.9338909,0.561093303,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.026174803
1,Methane,GBR_separate,0.873354595,1.256558565,-1,-1,0.923693205,0.653621738,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029177575
1,Methane,ETR_separate,0.89012608,1.084778592,-1,-1,0.917655627,0.676057531,{'n_estimators': 150},0.029177575
1,Methane,LGBM_separate,0.887709411,1.103031208,-1,-1,0.933147653,0.574484722,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029177575
0,Methane,GBR_separate,0.906951124,0.922836807,-1,-1,0.857309852,1.262238816,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025317145
0,Methane,ETR_separate,0.918444613,0.798005834,-1,-1,0.851407459,1.216771329,{'n_estimators': 150},0.025317145
0,Methane,LGBM_separate,0.915074503,0.833438088,-1,-1,0.867461017,1.170839684,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025317145
1,Methane,GBR_separate,0.913860051,0.82727686,-1,-1,0.862325554,1.230541644,"{'learning_rate': 0.5, 'n_estimators': 200}",0.02919712
1,Methane,ETR_separate,0.922620827,0.74131921,-1,-1,0.835743515,1.334045124,{'n_estimators': 200},0.02919712
1,Methane,LGBM_separate,0.921321899,0.755887004,-1,-1,0.864046979,1.176140159,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.02919712
0,Methane,GBR_separate,0.906724448,0.925409169,-1,-1,0.906996618,0.918866872,"{'learning_rate': 0.5, 'n_estimators': 200}",0.025689478
0,Methane,ETR_separate,0.91859918,0.807986487,-1,-1,0.897852155,0.943553115,{'n_estimators': 150},0.025689478
0,Methane,LGBM_separate,0.921397528,0.784308184,-1,-1,0.883848701,1.129564968,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.025689478
1,Methane,GBR_separate,0.893290098,1.06473243,-1,-1,0.882199982,1.16979476,"{'learning_rate': 0.5, 'n_estimators': 200}",0.029595642
1,Methane,ETR_separate,0.906097971,0.942405554,-1,-1,0.881390169,1.112467955,{'n_estimators': 150},0.029595642
1,Methane,LGBM_separate,0.905471703,0.947380034,-1,-1,0.868922314,1.276117189,"{'learning_rate': 0.1, 'n_estimators': 200, 'num_leaves': 50}",0.029595642
