,Gas,Model_name,CV_r2,CV_mse,test_r2_total_model,test_mse_by_total_model,test_r2_separa_model,test_mse_separa_model,best_param,kpg_pca_mse
0,Methane,LGBM_separate,0.6429726366879008,2.547831408632696,-1,-1,0.6898350772432974,2.421061498432297,"{'learning_rate': 0.5, 'n_estimators': 200, 'num_leaves': 10}",0.04253385157075017
