,CV_r2,CV_mse,test_r2_separa_model,test_mse_separa_model
0,0.8925036267702905,1.6340338313355738,0.891007580846253,1.5167431671191949
1,0.841931346467588,2.398473768692862,0.7867864119466268,2.2737327930974267
2,0.9460850440901868,0.8222993792013404,0.944143360886537,0.7655995994460699
3,0.9371918820473791,0.9560577423309156,0.9342112894385632,0.8736365506501371
4,0.9431468947867342,0.865760538834132,0.9383579474234817,0.8181732476077307
5,0.9375961823597283,0.9504619191362281,0.9341923099571955,0.8745199354537171
6,0.9456464979305931,0.8282797995447236,0.9491910712745394,0.7106960014841783
7,0.9505062742111896,0.7563954150464152,0.9494997315799492,0.6781824635706749
8,0.9434219864647584,0.8627002279919007,0.9382691384695878,0.8103852519157158
9,0.7598395750537179,2.0073637259217714,0.8026405263389896,2.291365060088364
10,0.7054552140716589,2.440819769459639,0.698939307683562,2.8010821633543603
11,0.8824979676235553,1.1524856736601983,0.8883694103182915,1.2961960081332924
12,0.809062425502323,1.7289013600483294,0.818077603708107,1.9688869971094602
13,0.8342595517067294,1.511661621711153,0.8455868587356586,1.8262681502938742
14,0.8107919728071908,1.7208170734057189,0.8173417763648466,1.9913311733989507
15,0.8958096749364003,0.938541593920542,0.9079759988953136,1.1995236382937149
16,0.8970013986456212,1.0535884560435447,0.8819255265387703,1.4185570104871992
17,0.8431920789291187,1.4619111572684675,0.8445948212333172,1.7486546269874113
18,0.8379829507937034,1.883695517344502,0.8617920242766046,1.687199426779821
19,0.8183297332667538,2.104259332787063,0.7904490539318823,2.0826201680769922
20,0.9081357914735301,1.085377370448411,0.9193667612123324,0.9394062566365047
21,0.9082956205059675,1.0837880226289978,0.9132485144636603,0.9685533420230011
22,0.9187809105570324,0.9698886292260283,0.9230164854706864,0.8446311336692269
23,0.9087876251544512,1.0784460626006842,0.9136870228766653,0.9624296583788912
24,0.9185404071689784,0.9620750593982357,0.929777515356495,0.7943277551463676
25,0.9226985217070478,0.9167915018556723,0.9309259941263388,0.768019273149606
26,0.9179935336164157,0.9784024672096056,0.9196422340554694,0.8700307056413954
27,0.8578724886243309,1.0904543207721538,0.8698611971461117,0.9972057583587783
28,0.7451944709327537,1.9734997970773636,0.5338773378494783,1.9436439487576032
29,0.9304001063727348,0.535174891867186,0.941294921778114,0.45733018049948826
30,0.908372264066099,0.7091171583207447,0.9098510928240706,0.6531797016892025
31,0.92148978690545,0.6065388423664442,0.9197827049446672,0.5771032610997775
32,0.9084580436212044,0.7086952858220025,0.9106413846177294,0.6471844884287193
33,0.9372086921555437,0.4870631333542788,0.9404656839985331,0.440680177483663
34,0.9401743792843191,0.4653211153643834,0.9433841458561477,0.41672873552566886
35,0.9197718959953612,0.6212161413987861,0.9169774491536216,0.5812980581316811
